,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share
308,1976-OH-08,110775,161357,1976,Ohio,Thomas N. Kindness,republican,FALSE,OH-08,0.686521192,46424,110775,0.287709861,0.686521192
743,1978-OH-08,81156,113652,1978,Ohio,Thomas N. Kindness,republican,FALSE,OH-08,0.714074543,32493,81156,0.28589906,0.714074543
1178,1980-OH-08,139590,183752,1980,Ohio,Thomas N. Kindness,republican,FALSE,OH-08,0.759665201,44162,139590,0.240334799,0.759665201
1611,1982-OH-08,98527,148404,1982,Ohio,Thomas N. Kindness,republican,FALSE,OH-08,0.663910676,49877,98527,0.336089324,0.663910676
2046,1984-OH-08,155200,201873,1984,Ohio,Thomas N. Kindness,republican,FALSE,OH-08,0.768800186,46673,155200,0.231199814,0.768800186
2481,1986-OH-08,98475,144670,1986,Ohio,Donald E. Lukens,republican,FALSE,OH-08,0.680687081,46195,98475,0.319312919,0.680687081
2916,1988-OH-08,154164,203248,1988,Ohio,Donald E. Lukens,republican,FALSE,OH-08,0.758501929,49084,154164,0.241498071,0.758501929
3351,1990-OH-08,99955,163539,1990,Ohio,John A. Boehner,republican,FALSE,OH-08,0.611199775,63584,99955,0.388800225,0.611199775
3786,1992-OH-08,176362,238395,1992,Ohio,John A. Boehner,republican,FALSE,OH-08,0.739789006,62033,176362,0.260210994,0.739789006
4221,1994-OH-08,148338,148425,1994,Ohio,John A. Boehner,republican,FALSE,OH-08,0.999413845,0,148338,0,0.999413845
4656,1996-OH-08,165815,235943,1996,Ohio,John A. Boehner,republican,FALSE,OH-08,0.70277567,61515,165815,0.26071975,0.70277567
5078,1998-OH-08,127979,180891,1998,Ohio,John A. Boehner,republican,FALSE,OH-08,0.707492357,52912,127979,0.292507643,0.707492357
5513,2000-OH-08,179756,253303,2000,Ohio,John A. Boehner,republican,FALSE,OH-08,0.709648129,66293,187010,0.261714232,0.738285768
5951,2002-OH-08,119947,169391,2002,Ohio,John A. Boehner,republican,FALSE,OH-08,0.708107278,49444,119947,0.291892722,0.708107278
6386,2004-OH-08,201675,292249,2004,Ohio,John A. Boehner,republican,FALSE,OH-08,0.69007935,90574,201675,0.30992065,0.69007935
6821,2006-OH-08,136863,214503,2006,Ohio,John A. Boehner,republican,FALSE,OH-08,0.63804702,77640,136863,0.36195298,0.63804702
7252,2008-OH-08,202063,297573,2008,Ohio,John A. Boehner,republican,FALSE,OH-08,0.679036741,95510,202063,0.320963259,0.679036741
7687,2010-OH-08,142731,217436,2010,Ohio,John A. Boehner,republican,FALSE,OH-08,0.656427638,65883,147852,0.302999503,0.679979396
8118,2012-OH-08,246378,248316,2012,Ohio,John A. Boehner,republican,FALSE,OH-08,0.992195428,0,246378,0,0.992195428
8553,2014-OH-08,126539,188330,2014,Ohio,John A. Boehner,republican,FALSE,OH-08,0.671900388,51534,126539,0.273636702,0.671900388
8988,2016-OH-08,223833,325506,2016,Ohio,Warren Davidson,republican,FALSE,OH-08,0.687646311,101673,223833,0.312353689,0.687646311
9423,2018-OH-08,173852,261133,2018,Ohio,Warren Davidson,republican,FALSE,OH-08,0.66576036,87281,173852,0.33423964,0.66576036
309,1976-OH-09,91040,167969,1976,Ohio,Thomas Ludlow Ashley,democrat,FALSE,OH-09,0.542004775,91040,73919,0.542004775,0.440075252
744,1978-OH-09,71709,113128,1978,Ohio,Thomas Ludlow Ashley,democrat,FALSE,OH-09,0.633874903,71709,34326,0.633874903,0.303426207
1179,1980-OH-09,96927,172423,1980,Ohio,Ed Weber,republican,FALSE,OH-09,0.562146581,68728,96927,0.398601115,0.562146581
1612,1982-OH-09,95162,164217,1982,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.579489334,95162,65676,0.579489334,0.399934233
2047,1984-OH-09,117985,214909,1984,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.548999809,117985,93210,0.548999809,0.433718458
2482,1986-OH-09,105646,136289,1986,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.775161605,105646,30643,0.775161605,0.224838395
2917,1988-OH-09,157557,193812,1988,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.812937279,157557,36183,0.812937279,0.186691227
3352,1990-OH-09,117681,151472,1990,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.776915866,117681,33791,0.776915866,0.223084134
3787,1992-OH-09,178879,243102,1992,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.73581871,178879,53011,0.73581871,0.218060732
4222,1994-OH-09,118120,156785,1994,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.753388398,118120,38665,0.753388398,0.246611602
4657,1996-OH-09,170617,221334,1996,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.770857618,170617,46040,0.770857618,0.208011422
5079,1998-OH-09,130793,161105,1998,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.811849415,130793,30312,0.811849415,0.188150585
5514,2000-OH-09,168547,225328,2000,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.748007349,168547,53685,0.748007349,0.238252681
5952,2002-OH-09,132236,178717,2002,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.739918419,132236,46481,0.739918419,0.260081581
6387,2004-OH-09,205149,301132,2004,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.681259381,205149,95983,0.681259381,0.318740619
6822,2006-OH-09,153880,208999,2006,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.736271465,153880,55119,0.736271465,0.263728535
7253,2008-OH-09,222054,298566,2008,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.743735054,222054,76512,0.743735054,0.256264946
7688,2010-OH-09,121819,205242,2010,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.59353836,121819,83423,0.59353836,0.40646164
8119,2012-OH-09,217771,298164,2012,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.730373217,217771,80393,0.730373217,0.269626783
8554,2014-OH-09,108870,160715,2014,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.677410323,108870,51704,0.677410323,0.321712348
8989,2016-OH-09,193966,282398,2016,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.686853306,193966,88427,0.686853306,0.313128988
9424,2018-OH-09,157219,231937,2018,Ohio,Marcy Kaptur,democrat,FALSE,OH-09,0.677852175,157219,74670,0.677852175,0.321940872
310,1976-OH-10,127147,184904,1976,Ohio,Clarence E. Miller,republican,FALSE,OH-10,0.687637909,57757,127147,0.312362091,0.687637909
745,1978-OH-10,99329,134368,1978,Ohio,Clarence E. Miller,republican,FALSE,OH-10,0.739231067,35039,99329,0.260768933,0.739231067
1180,1980-OH-10,143403,192836,1980,Ohio,Clarence E. Miller,republican,FALSE,OH-10,0.743652637,49433,143403,0.256347363,0.743652637
1613,1982-OH-10,100044,158027,1982,Ohio,Clarence E. Miller,republican,FALSE,OH-10,0.633081689,57983,100044,0.366918311,0.633081689
2048,1984-OH-10,149337,204509,1984,Ohio,Clarence E. Miller,republican,FALSE,OH-10,0.730222142,55172,149337,0.269777858,0.730222142
2483,1986-OH-10,106870,151717,1986,Ohio,Clarence E. Miller,republican,FALSE,OH-10,0.704403594,44847,106870,0.295596406,0.704403594
2918,1988-OH-10,143673,200566,1988,Ohio,Clarence E. Miller,republican,FALSE,OH-10,0.716337764,56893,143673,0.283662236,0.716337764
3353,1990-OH-10,106009,167665,1990,Ohio,Clarence E. Miller,republican,FALSE,OH-10,0.632266722,61656,106009,0.367733278,0.632266722
3788,1992-OH-10,136433,240239,1992,Ohio,Martin R. Hoke,republican,FALSE,OH-10,0.567905294,103788,136433,0.43201978,0.567905294
4223,1994-OH-10,95226,183639,1994,Ohio,Martin R. Hoke,republican,FALSE,OH-10,0.518549981,70918,95226,0.386181585,0.518549981
4658,1996-OH-10,110723,225696,1996,Ohio,Dennis J. Kucinich,democrat,FALSE,OH-10,0.49058468,110723,104546,0.49058468,0.463216007
5080,1998-OH-10,110552,165567,1998,Ohio,Dennis J. Kucinich,democrat,FALSE,OH-10,0.667717601,110552,55015,0.667717601,0.332282399
5515,2000-OH-10,167063,222755,2000,Ohio,Dennis J. Kucinich,democrat,FALSE,OH-10,0.74998541,167063,55692,0.74998541,0.25001459
5953,2002-OH-10,129997,175536,2002,Ohio,Dennis J. Kucinich,democrat,FALSE,OH-10,0.740571735,129997,41778,0.740571735,0.238002461
6388,2004-OH-10,172406,287212,2004,Ohio,Dennis J. Kucinich,democrat,FALSE,OH-10,0.600274362,172406,96463,0.600274362,0.335859922
6823,2006-OH-10,138393,208389,2006,Ohio,Dennis J. Kucinich,democrat,FALSE,OH-10,0.66410895,138393,69996,0.66410895,0.33589105
7254,2008-OH-10,157268,275809,2008,Ohio,Dennis J. Kucinich,democrat,FALSE,OH-10,0.570206193,157268,118541,0.570206193,0.429793807
7689,2010-OH-10,101343,191026,2010,Ohio,Dennis J. Kucinich,democrat,FALSE,OH-10,0.530519406,101343,89683,0.530519406,0.469480594
8120,2012-OH-10,208201,349671,2012,Ohio,Mike Turner,republican,FALSE,OH-10,0.595419695,131097,218574,0.374915278,0.625084722
8555,2014-OH-10,130752,200606,2014,Ohio,Mike Turner,republican,FALSE,OH-10,0.651785091,63249,137357,0.315289672,0.684710328
8990,2016-OH-10,215724,336602,2016,Ohio,Mike Turner,republican,FALSE,OH-10,0.640887458,109981,215724,0.326738997,0.640887458
9425,2018-OH-10,157554,281726,2018,Ohio,Mike Turner,republican,FALSE,OH-10,0.559245508,118785,162941,0.421633076,0.578366924
311,1976-OH-11,120716,168264,1976,Ohio,J. William Stanton,republican,FALSE,OH-11,0.717420244,47548,120716,0.282579756,0.717420244
746,1978-OH-11,89327,131181,1978,Ohio,J. William Stanton,republican,FALSE,OH-11,0.680944649,37131,89327,0.283051661,0.680944649
1181,1980-OH-11,128507,185473,1980,Ohio,J. William Stanton,republican,FALSE,OH-11,0.692860956,51224,128507,0.27618036,0.692860956
1614,1982-OH-11,93302,153242,1982,Ohio,Dennis E. Eckart,democrat,FALSE,OH-11,0.60885397,93302,59940,0.60885397,0.39114603
2049,1984-OH-11,133096,199374,1984,Ohio,Dennis E. Eckart,democrat,FALSE,OH-11,0.667569493,133096,66278,0.667569493,0.332430507
2484,1986-OH-11,104740,144568,1986,Ohio,Dennis E. Eckart,democrat,FALSE,OH-11,0.724503348,104740,35944,0.724503348,0.248630402
2919,1988-OH-11,124600,202628,1988,Ohio,Dennis E. Eckart,democrat,FALSE,OH-11,0.614919952,124600,78028,0.614919952,0.385080048
3354,1990-OH-11,111923,170305,1990,Ohio,Dennis E. Eckart,democrat,FALSE,OH-11,0.657191509,111923,58372,0.657191509,0.342749772
3789,1992-OH-11,154718,223624,1992,Ohio,Louis Stokes,democrat,FALSE,OH-11,0.691866705,154718,43866,0.691866705,0.196159625
4224,1994-OH-11,114220,147928,1994,Ohio,Louis Stokes,democrat,FALSE,OH-11,0.772132389,114220,33705,0.772132389,0.227847331
4659,1996-OH-11,153546,189039,1996,Ohio,Louis Stokes,democrat,FALSE,OH-11,0.812245092,153546,28821,0.812245092,0.152460603
5081,1998-OH-11,115226,143295,1998,Ohio,Stephanie Tubbs Jones,democrat,FALSE,OH-11,0.80411738,115226,18592,0.80411738,0.129746328
5516,2000-OH-11,164134,193519,2000,Ohio,Stephanie Tubbs Jones,democrat,FALSE,OH-11,0.848154445,164134,25860,0.848154445,0.13363029
5954,2002-OH-11,116590,152736,2002,Ohio,Stephanie Tubbs Jones,democrat,FALSE,OH-11,0.763343285,116590,36146,0.763343285,0.236656715
6389,2004-OH-11,222371,222371,2004,Ohio,Stephanie Tubbs Jones,democrat,FALSE,OH-11,1,222371,0,1,0
6824,2006-OH-11,146799,175924,2006,Ohio,Stephanie Tubbs Jones,democrat,FALSE,OH-11,0.834445556,146799,29125,0.834445556,0.165554444
7255,2008-OH-11,212667,249542,2008,Ohio,Marcia L. Fudge,democrat,FALSE,OH-11,0.852229284,212667,36708,0.852229284,0.14710149
7690,2010-OH-11,139693,168447,2010,Ohio,Marcia L. Fudge,democrat,FALSE,OH-11,0.829299424,139693,28754,0.829299424,0.170700576
8121,2012-OH-11,258359,258359,2012,Ohio,Marcia L. Fudge,democrat,FALSE,OH-11,1,258359,0,1,0
8556,2014-OH-11,137105,172566,2014,Ohio,Marcia L. Fudge,democrat,FALSE,OH-11,0.794507609,137105,35461,0.794507609,0.205492391
8991,2016-OH-11,242917,302686,2016,Ohio,Marcia L. Fudge,democrat,FALSE,OH-11,0.802537944,242917,59769,0.802537944,0.197462056
9426,2018-OH-11,206138,250660,2018,Ohio,Marcia L. Fudge,democrat,FALSE,OH-11,0.822380914,206138,44486,0.822380914,0.177475465
312,1976-OH-12,90987,195840,1976,Ohio,Samuel L. Devine,republican,FALSE,OH-12,0.464598652,89424,90987,0.456617647,0.464598652
747,1978-OH-12,81573,143271,1978,Ohio,Samuel L. Devine,republican,FALSE,OH-12,0.56936156,61698,81573,0.43063844,0.56936156
1182,1980-OH-12,108690,206804,1980,Ohio,Bob Shamansky,democrat,FALSE,OH-12,0.525570105,108690,98110,0.525570105,0.474410553
1615,1982-OH-12,88335,175027,1982,Ohio,John R. Kasich,republican,FALSE,OH-12,0.504693562,82753,92274,0.472801339,0.527198661
2050,1984-OH-12,148899,214114,1984,Ohio,John R. Kasich,republican,FALSE,OH-12,0.695419263,65215,148899,0.304580737,0.695419263
2485,1986-OH-12,117905,160632,1986,Ohio,John R. Kasich,republican,FALSE,OH-12,0.734006923,42727,117905,0.265993077,0.734006923
2920,1988-OH-12,204892,255674,1988,Ohio,John R. Kasich,republican,FALSE,OH-12,0.801379882,50782,204892,0.198620118,0.801379882
3355,1990-OH-12,130495,181279,1990,Ohio,John R. Kasich,republican,FALSE,OH-12,0.719857237,50784,130495,0.280142763,0.719857237
3790,1992-OH-12,170297,239058,1992,Ohio,John R. Kasich,republican,FALSE,OH-12,0.712366873,68761,170297,0.287633127,0.712366873
4225,1994-OH-12,114608,172345,1994,Ohio,John R. Kasich,republican,FALSE,OH-12,0.664991732,57294,114608,0.332437843,0.664991732
4660,1996-OH-12,151667,237434,1996,Ohio,John R. Kasich,republican,FALSE,OH-12,0.638775407,78762,151667,0.331721657,0.638775407
5082,1998-OH-12,124197,184891,1998,Ohio,John R. Kasich,republican,FALSE,OH-12,0.671730912,60694,124197,0.328269088,0.671730912
5517,2000-OH-12,139242,263386,2000,Ohio,Pat Tiberi,republican,FALSE,OH-12,0.528661356,115432,143788,0.438261715,0.545921196
5955,2002-OH-12,116982,181689,2002,Ohio,Pat Tiberi,republican,FALSE,OH-12,0.643858461,64707,116982,0.356141539,0.643858461
6390,2004-OH-12,198912,321046,2004,Ohio,Pat Tiberi,republican,FALSE,OH-12,0.619574765,122109,198912,0.380347365,0.619574765
6825,2006-OH-12,145943,254689,2006,Ohio,Pat Tiberi,republican,FALSE,OH-12,0.573024355,108746,145943,0.426975645,0.573024355
7256,2008-OH-12,197447,360388,2008,Ohio,Pat Tiberi,republican,FALSE,OH-12,0.547873403,152234,208154,0.422416951,0.577583049
7691,2010-OH-12,150163,269180,2010,Ohio,Pat Tiberi,republican,FALSE,OH-12,0.557853481,110307,158873,0.409788989,0.590211011
8122,2012-OH-12,233869,368474,2012,Ohio,Pat Tiberi,republican,FALSE,OH-12,0.634696071,134605,233869,0.365303929,0.634696071
8557,2014-OH-12,150573,221081,2014,Ohio,Pat Tiberi,republican,FALSE,OH-12,0.681076167,70508,150573,0.318923833,0.681076167
8992,2016-OH-12,251266,377534,2016,Ohio,Pat Tiberi,republican,FALSE,OH-12,0.665545355,126112,251266,0.334041437,0.665545355
9427,2018-OH-12,175677,341647,2018,Ohio,Troy Balderson,republican,FALSE,OH-12,0.514206184,165969,175677,0.485790889,0.514206184
313,1976-OH-13,108061,163683,1976,Ohio,Donald J. Pease,democrat,FALSE,OH-13,0.660184625,108061,49828,0.660184625,0.304417685
748,1978-OH-13,80875,124144,1978,Ohio,Donald J. Pease,democrat,FALSE,OH-13,0.651461206,80875,43269,0.651461206,0.348538794
1183,1980-OH-13,113439,177735,1980,Ohio,Donald J. Pease,democrat,FALSE,OH-13,0.638247953,113439,64296,0.638247953,0.361752047
1616,1982-OH-13,92296,150725,1982,Ohio,Donald J. Pease,democrat,FALSE,OH-13,0.61234699,92296,53376,0.61234699,0.354128379
2051,1984-OH-13,131923,198756,1984,Ohio,Donald J. Pease,democrat,FALSE,OH-13,0.663743484,131923,59610,0.663743484,0.299915474
2486,1986-OH-13,88612,141064,1986,Ohio,Donald J. Pease,democrat,FALSE,OH-13,0.628168774,88612,52452,0.628168774,0.371831226
2921,1988-OH-13,137074,196361,1988,Ohio,Donald J. Pease,democrat,FALSE,OH-13,0.698071409,137074,59287,0.698071409,0.301928591
3356,1990-OH-13,93431,164862,1990,Ohio,Donald J. Pease,democrat,FALSE,OH-13,0.566722471,93431,60925,0.566722471,0.369551504
3791,1992-OH-13,134486,252258,1992,Ohio,Sherrod Brown,democrat,FALSE,OH-13,0.533128781,134486,88889,0.533128781,0.352373364
4226,1994-OH-13,93147,189776,1994,Ohio,Sherrod Brown,democrat,FALSE,OH-13,0.490826026,93147,86422,0.490826026,0.455389512
4661,1996-OH-13,148690,244505,1996,Ohio,Sherrod Brown,democrat,FALSE,OH-13,0.608126623,148690,87108,0.608126623,0.356262653
5083,1998-OH-13,116309,188975,1998,Ohio,Sherrod Brown,democrat,FALSE,OH-13,0.615472946,116309,72666,0.615472946,0.384527054
5518,2000-OH-13,170058,263298,2000,Ohio,Sherrod Brown,democrat,FALSE,OH-13,0.645876535,170058,90132,0.645876535,0.342319349
5956,2002-OH-13,123025,178382,2002,Ohio,Sherrod Brown,democrat,FALSE,OH-13,0.689671604,123025,55357,0.689671604,0.310328396
6391,2004-OH-13,201004,298094,2004,Ohio,Sherrod Brown,democrat,FALSE,OH-13,0.674297369,201004,97090,0.674297369,0.325702631
6826,2006-OH-13,135639,221561,2006,Ohio,Betty Sutton,democrat,FALSE,OH-13,0.612197092,135639,85922,0.612197092,0.387802908
7257,2008-OH-13,192593,297680,2008,Ohio,Betty Sutton,democrat,FALSE,OH-13,0.646979979,192593,105050,0.646979979,0.352895727
7692,2010-OH-13,118806,213173,2010,Ohio,Betty Sutton,democrat,FALSE,OH-13,0.557321987,118806,94367,0.557321987,0.442678013
8123,2012-OH-13,235492,323612,2012,Ohio,Tim Ryan,democrat,FALSE,OH-13,0.727698602,235492,88120,0.727698602,0.272301398
8558,2014-OH-13,120230,175549,2014,Ohio,Tim Ryan,democrat,FALSE,OH-13,0.684880005,120230,55233,0.684880005,0.314630103
8993,2016-OH-13,208610,308004,2016,Ohio,Tim Ryan,democrat,FALSE,OH-13,0.677296399,208610,99377,0.677296399,0.322648407
9428,2018-OH-13,153323,251370,2018,Ohio,Tim Ryan,democrat,FALSE,OH-13,0.609949477,153323,98047,0.609949477,0.390050523
314,1976-OH-14,121652,164188,1976,Ohio,John F. Seiberling,democrat,FALSE,OH-14,0.740931128,121652,39917,0.740931128,0.243117646
749,1978-OH-14,82356,113667,1978,Ohio,John F. Seiberling,democrat,FALSE,OH-14,0.724537465,82356,31311,0.724537465,0.275462535
1184,1980-OH-14,103336,159298,1980,Ohio,John F. Seiberling,democrat,FALSE,OH-14,0.648696154,103336,55962,0.648696154,0.351303846
1617,1982-OH-14,115629,164050,1982,Ohio,John F. Seiberling,democrat,FALSE,OH-14,0.704839988,115629,48421,0.704839988,0.295160012
2052,1984-OH-14,155729,218095,1984,Ohio,John F. Seiberling,democrat,FALSE,OH-14,0.714042046,155729,62366,0.714042046,0.285957954
2487,1986-OH-14,83257,154970,1986,Ohio,Tom Sawyer,democrat,FALSE,OH-14,0.537245919,83257,71713,0.537245919,0.462754081
2922,1988-OH-14,148951,199307,1988,Ohio,Tom Sawyer,democrat,FALSE,OH-14,0.747344549,148951,50356,0.747344549,0.252655451
3357,1990-OH-14,97875,164335,1990,Ohio,Tom Sawyer,democrat,FALSE,OH-14,0.595582195,97875,66460,0.595582195,0.404417805
3792,1992-OH-14,165335,243994,1992,Ohio,Tom Sawyer,democrat,FALSE,OH-14,0.677619122,165335,78659,0.677619122,0.322380878
4227,1994-OH-14,96274,185404,1994,Ohio,Tom Sawyer,democrat,FALSE,OH-14,0.519266035,96274,89106,0.519266035,0.480604518
4662,1996-OH-14,124136,228435,1996,Ohio,Tom Sawyer,democrat,FALSE,OH-14,0.543419353,124136,95307,0.543419353,0.417217151
5084,1998-OH-14,106046,169073,1998,Ohio,Tom Sawyer,democrat,FALSE,OH-14,0.627220195,106046,63027,0.627220195,0.372779805
5519,2000-OH-14,149184,230088,2000,Ohio,Tom Sawyer,democrat,FALSE,OH-14,0.648378012,149184,77035,0.648378012,0.334806683
5957,2002-OH-14,134413,186372,2002,Ohio,Steven C. LaTourette,republican,FALSE,OH-14,0.721208121,51846,134413,0.278185564,0.721208121
6392,2004-OH-14,201652,321366,2004,Ohio,Steven C. LaTourette,republican,FALSE,OH-14,0.627483928,119714,201652,0.372516072,0.627483928
6827,2006-OH-14,144069,250322,2006,Ohio,Steven C. LaTourette,republican,FALSE,OH-14,0.575534711,97753,144069,0.390509024,0.575534711
7258,2008-OH-14,188488,323213,2008,Ohio,Steven C. LaTourette,republican,FALSE,OH-14,0.583169613,125214,197999,0.387403972,0.612596028
7693,2010-OH-14,149878,230865,2010,Ohio,Steven C. LaTourette,republican,FALSE,OH-14,0.649201915,72604,158261,0.314486821,0.685513179
8124,2012-OH-14,183657,339894,2012,Ohio,David P. Joyce,republican,FALSE,OH-14,0.540336105,144675,195193,0.425647408,0.574276098
8559,2014-OH-14,135736,214580,2014,Ohio,David P. Joyce,republican,FALSE,OH-14,0.632565943,70856,143724,0.330207848,0.669792152
8994,2016-OH-14,219191,350269,2016,Ohio,David P. Joyce,republican,FALSE,OH-14,0.625779044,130907,219191,0.37373276,0.625779044
9429,2018-OH-14,169809,307358,2018,Ohio,David P. Joyce,republican,FALSE,OH-14,0.552479519,137549,169809,0.447520481,0.552479519
315,1976-OH-15,109630,167371,1976,Ohio,Chalmers P. Wylie,republican,FALSE,OH-15,0.65501192,57741,109630,0.34498808,0.65501192
750,1978-OH-15,91023,128023,1978,Ohio,Chalmers P. Wylie,republican,FALSE,OH-15,0.710989432,37000,91023,0.289010568,0.710989432
1185,1980-OH-15,129025,177733,1980,Ohio,Chalmers P. Wylie,republican,FALSE,OH-15,0.725948473,48708,129025,0.274051527,0.725948473
1618,1982-OH-15,104678,157887,1982,Ohio,Chalmers P. Wylie,republican,FALSE,OH-15,0.662993153,47070,110817,0.298124608,0.701875392
2053,1984-OH-15,148311,207181,1984,Ohio,Chalmers P. Wylie,republican,FALSE,OH-15,0.715852322,58870,148311,0.284147678,0.715852322
2488,1986-OH-15,97745,153495,1986,Ohio,Chalmers P. Wylie,republican,FALSE,OH-15,0.636795987,55750,97745,0.363204013,0.636795987
2923,1988-OH-15,154694,205866,1988,Ohio,Chalmers P. Wylie,republican,FALSE,OH-15,0.751430542,51172,154694,0.248569458,0.751430542
3358,1990-OH-15,99251,167919,1990,Ohio,Chalmers P. Wylie,republican,FALSE,OH-15,0.59106474,68510,99251,0.407994331,0.59106474
3793,1992-OH-15,110390,250205,1992,Ohio,Deborah Pryce,republican,FALSE,OH-15,0.441198217,94907,110390,0.37931696,0.441198217
4228,1994-OH-15,112912,159696,1994,Ohio,Deborah Pryce,republican,FALSE,OH-15,0.707043382,46480,112912,0.291053001,0.707043382
4663,1996-OH-15,156776,221441,1996,Ohio,Deborah Pryce,republican,FALSE,OH-15,0.707980907,64665,156776,0.292019093,0.707980907
5085,1998-OH-15,113846,173176,1998,Ohio,Deborah Pryce,republican,FALSE,OH-15,0.657400564,49334,123842,0.284877812,0.715122188
5520,2000-OH-15,156792,232297,2000,Ohio,Deborah Pryce,republican,FALSE,OH-15,0.674963517,64805,167492,0.278974761,0.721025239
5958,2002-OH-15,108193,162479,2002,Ohio,Deborah Pryce,republican,FALSE,OH-15,0.66588913,54286,108193,0.33411087,0.66588913
6393,2004-OH-15,166520,277435,2004,Ohio,Deborah Pryce,republican,FALSE,OH-15,0.600212662,110915,166520,0.399787338,0.600212662
6828,2006-OH-15,110714,220567,2006,Ohio,Deborah Pryce,republican,FALSE,OH-15,0.501951788,109659,110714,0.497168661,0.501951788
7259,2008-OH-15,139584,303838,2008,Ohio,Mary Jo Kilroy,democrat,FALSE,OH-15,0.459402708,139584,151333,0.459402708,0.498071341
7694,2010-OH-15,119471,220596,2010,Ohio,Steve Stivers,republican,FALSE,OH-15,0.541582803,91077,125587,0.412867867,0.569307694
8125,2012-OH-15,205274,333462,2012,Ohio,Steve Stivers,republican,FALSE,OH-15,0.615584384,128188,205274,0.384415616,0.615584384
8560,2014-OH-15,128496,194621,2014,Ohio,Steve Stivers,republican,FALSE,OH-15,0.660237076,66125,128496,0.339762924,0.660237076
8995,2016-OH-15,222847,336807,2016,Ohio,Steve Stivers,republican,FALSE,OH-15,0.661645987,113960,222847,0.338354013,0.661645987
9430,2018-OH-15,170593,292443,2018,Ohio,Steve Stivers,republican,FALSE,OH-15,0.583337608,116112,176331,0.397041475,0.602958525
316,1976-OH-16,116374,174091,1976,Ohio,Ralph Regula,republican,FALSE,OH-16,0.668466492,55671,116374,0.319781034,0.668466492
751,1978-OH-16,105152,134792,1978,Ohio,Ralph Regula,republican,FALSE,OH-16,0.780105644,29640,105152,0.219894356,0.780105644
1186,1980-OH-16,149960,189179,1980,Ohio,Ralph Regula,republican,FALSE,OH-16,0.792688406,39219,149960,0.207311594,0.792688406
1619,1982-OH-16,110485,167871,1982,Ohio,Ralph Regula,republican,FALSE,OH-16,0.658154178,57386,110485,0.341845822,0.658154178
2054,1984-OH-16,152399,210447,1984,Ohio,Ralph Regula,republican,FALSE,OH-16,0.72416808,58048,152399,0.27583192,0.72416808
2489,1986-OH-16,118206,154845,1986,Ohio,Ralph Regula,republican,FALSE,OH-16,0.763382738,36639,118206,0.236617262,0.763382738
2924,1988-OH-16,158824,202180,1988,Ohio,Ralph Regula,republican,FALSE,OH-16,0.785557424,43356,158824,0.214442576,0.785557424
3359,1990-OH-16,101097,171613,1990,Ohio,Ralph Regula,republican,FALSE,OH-16,0.589098728,70516,101097,0.410901272,0.589098728
3794,1992-OH-16,158489,248713,1992,Ohio,Ralph Regula,republican,FALSE,OH-16,0.637236493,90224,158489,0.362763507,0.637236493
4229,1994-OH-16,137322,183103,1994,Ohio,Ralph Regula,republican,FALSE,OH-16,0.749971328,45781,137322,0.250028672,0.749971328
4664,1996-OH-16,159314,231827,1996,Ohio,Ralph Regula,republican,FALSE,OH-16,0.687210722,64902,159314,0.279958762,0.687210722
5086,1998-OH-16,117426,183473,1998,Ohio,Ralph Regula,republican,FALSE,OH-16,0.640017877,66047,117426,0.359982123,0.640017877
5521,2000-OH-16,162294,234400,2000,Ohio,Ralph Regula,republican,FALSE,OH-16,0.692380546,62709,168460,0.267529863,0.718686007
5959,2002-OH-16,129734,188378,2002,Ohio,Ralph Regula,republican,FALSE,OH-16,0.688689762,58644,129734,0.311310238,0.688689762
6394,2004-OH-16,202544,304361,2004,Ohio,Ralph Regula,republican,FALSE,OH-16,0.665472909,101817,202544,0.334527091,0.665472909
6829,2006-OH-16,137167,235122,2006,Ohio,Ralph Regula,republican,FALSE,OH-16,0.583386497,97955,137167,0.416613503,0.583386497
7260,2008-OH-16,169044,305337,2008,Ohio,John A. Boccieri,democrat,FALSE,OH-16,0.553630906,169044,136293,0.553630906,0.446369094
7695,2010-OH-16,114652,220137,2010,Ohio,Jim Renacci,republican,FALSE,OH-16,0.520821125,90833,129237,0.412620323,0.587075321
