,Unnamed: 0,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,dem_votes,dem_candidate,rep_votes,rep_candidate,dem_voteshare,rep_voteshare,L1_winner,L2_winner,L3_winner,L4_winner,L5_winner,dL1_winner,L6_winner,L7_winner,L8_winner,L9_winner,L10_winner,incumbent_in_race,incumbent_party,dL2_winner,dL3_winner,dL4_winner,dL5_winner,dL6_winner,dL7_winner,dL8_winner,dL9_winner,dL10_winner,incumbent_L5_races,incumbent_L4_races,incumbent_L3_races,incumbent_L2_races,incumbent_L10_races,rep_wins,dem_wins,rep_L5_wins,rep_L10_wins,dem_L10_wins,dem_L5_wins,rep_L4_wins,rep_L3_wins,rep_L2_wins,rep_L1_wins,dem_L4_wins,dem_L3_wins,dem_L2_wins,dem_L1_wins,rep_L5_voteshare,rep_L10_voteshare,rep_L4_voteshare,rep_L3_voteshare,rep_L2_voteshare,rep_L1_voteshare,dem_L10_voteshare,dem_L5_voteshare,dem_L4_voteshare,dem_L3_voteshare,dem_L2_voteshare,dem_L1_voteshare,target
1175,8738,2016-CA-35,124044,171353,2016,California,NormaJTorres,democrat,FALSE,CA-35,0.723909123,124044,Norma J. Torres,47309,Tyler Fischella,0.723909123,0.276090877,NormaJTorres,GloriaNegreteMcLeod,MaxineWaters,MaxineWaters,MaxineWaters,1,MaxineWaters,MaxineWaters,MaxineWaters,MaxineWaters,MaxineWaters,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.131382917,0.120944498,0.120684481,0.092030292,0.138045439,0,0.851951933,0.86861385,0.879311477,0.907969708,0.861954562,1,1
1176,9173,2018-CA-35,206840,298048,2018,California,NormaJTorres,democrat,FALSE,CA-35,0.693982177,206840,Norma J. Torres,91208,Christian Leonel Valiente,0.693982177,0.306017823,NormaJTorres,NormaJTorres,GloriaNegreteMcLeod,MaxineWaters,MaxineWaters,1,MaxineWaters,MaxineWaters,MaxineWaters,MaxineWaters,MaxineWaters,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.15775115,0.15154628,0.145527175,0.194036233,0.29105435,0.276090877,0.832029146,0.842245617,0.854472825,0.805963767,0.70894565,0.723909123,1
1195,7869,2012-CA-36,110189,208142,2012,California,RaulRuiz,democrat,FALSE,CA-36,0.529393395,110189,Raul Ruiz,97953,Mary Bono Mack,0.529393395,0.470606605,JaneHarman,JaneHarman,JaneHarman,JaneHarman,JaneHarman,0,JaneHarman,StevenTKuykendall,JaneHarman,JaneHarman,JaneHarman,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.376367317,0.422709267,0.381611438,0.395991529,0.437209205,0.403811805,0.565343958,0.613102051,0.611479267,0.604008471,0.562790795,0.596188195,1
1196,8304,2014-CA-36,72682,134139,2014,California,RaulRuiz,democrat,FALSE,CA-36,0.541840926,72682,Raul Ruiz,61457,Brian Nestande,0.541840926,0.458159074,RaulRuiz,JaneHarman,JaneHarman,JaneHarman,JaneHarman,1,JaneHarman,JaneHarman,StevenTKuykendall,JaneHarman,JaneHarman,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.396920966,0.418446015,0.411533415,0.444192495,0.46438284,0.470606605,0.571552993,0.597551599,0.588466585,0.555807505,0.535617161,0.529393395,1
1197,8739,2016-CA-36,144348,232617,2016,California,RaulRuiz,democrat,FALSE,CA-36,0.620539341,144348,Raul Ruiz,88269,Jeff Stone,0.620539341,0.379460659,RaulRuiz,RaulRuiz,JaneHarman,JaneHarman,JaneHarman,1,JaneHarman,JaneHarman,JaneHarman,StevenTKuykendall,JaneHarman,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.405118864,0.41029413,0.428009536,0.436075446,0.418809867,0.458159074,0.581146567,0.594881136,0.571990464,0.563924554,0.581190133,0.541840926,1
1198,9174,2018-CA-36,244338,414016,2018,California,RaulRuiz,democrat,FALSE,CA-36,0.590165597,244338,Raul Ruiz,169678,Kimberlin Brown Pelzer,0.590165597,0.409834403,RaulRuiz,RaulRuiz,RaulRuiz,JaneHarman,JaneHarman,1,JaneHarman,JaneHarman,JaneHarman,JaneHarman,StevenTKuykendall,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.424374509,0.400696411,0.429515185,0.415818045,0.394647531,0.379460659,0.591603366,0.575625491,0.570484815,0.584181955,0.605352469,0.620539341,1
1217,7870,2012-CA-37,207039,239580,2012,California,KarenBass,democrat,FALSE,CA-37,0.864174806,207039,Karen Bass,32541,Morgan Osborne,0.864174806,0.135825194,LauraRichardson,LauraRichardson,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,0,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,WalterRTuckerIII,WalterRTuckerIII,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.158729725,0.172750657,0.13604559,0.122711501,0.184067252,0.23230931,0.789849514,0.774333306,0.780283198,0.765726882,0.773867068,0.68355933,1
1218,8305,2014-CA-37,96787,114838,2014,California,KarenBass,democrat,FALSE,CA-37,0.842813354,96787,Karen Bass,18051,R. Adam King,0.842813354,0.157186646,KarenBass,LauraRichardson,LauraRichardson,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,1,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,WalterRTuckerIII,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.140273801,0.166159208,0.131330287,0.17510705,0.14650592,0.135825194,0.796758094,0.792789229,0.7849985,0.796849163,0.85349408,0.864174806,1
1219,8740,2016-CA-37,192490,237272,2016,California,KarenBass,democrat,FALSE,CA-37,0.811263023,237272,Karen Bass,0,0,1,0,KarenBass,KarenBass,LauraRichardson,LauraRichardson,JuanitaMillenderMcDonald,1,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.10506423,0.151157162,0.131330287,0.097670613,0.078593323,0.157186646,0.81176014,0.8279988,0.847636873,0.902329387,0.921406677,0.842813354,1
1220,9175,2018-CA-37,421110,472756,2018,California,KarenBass,democrat,FALSE,CA-37,0.890755485,421110,Karen Bass,51646,Ron J. Bassilian,0.890755485,0.109244515,KarenBass,KarenBass,KarenBass,LauraRichardson,LauraRichardson,1,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,JuanitaMillenderMcDonald,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.126913133,0.147139978,0.100564089,0.088810387,0.054622258,0,0.815777323,0.856260595,0.899435911,0.911189613,0.945377743,1,1
1239,7871,2012-CA-38,145280,215087,2012,California,LindaTSanchez,democrat,FALSE,CA-38,0.67544761,145280,Linda T. S_nchez,69807,Benjamin Campos,0.67544761,0.32455239,GraceFNapolitano,GraceFNapolitano,GraceFNapolitano,GraceFNapolitano,GraceFNapolitano,0,SteveHorn,SteveHorn,SteveHorn,SteveHorn,SteveHorn,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,5,0,0,0,0,4,3,2,1,0.203884344,0.352557817,0.25485543,0.257576935,0.295001264,0.265450138,0.643258892,0.796115656,0.74514457,0.742423065,0.704998736,0.734549862,1
1240,8306,2014-CA-38,58192,98480,2014,California,LindaTSanchez,democrat,FALSE,CA-38,0.590901706,58192,Linda T. S_nchez,40288,Benjamin Campos,0.590901706,0.409098294,LindaTSanchez,GraceFNapolitano,GraceFNapolitano,GraceFNapolitano,GraceFNapolitano,1,GraceFNapolitano,SteveHorn,SteveHorn,SteveHorn,SteveHorn,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,3,7,5,0,0,0,0,4,3,2,1,0.285704003,0.33239842,0.295457275,0.333033607,0.366825342,0.32455239,0.665522988,0.714295997,0.704542725,0.666966393,0.633174658,0.67544761,1
1241,8741,2016-CA-38,163590,232114,2016,California,LindaTSanchez,democrat,FALSE,CA-38,0.704782995,163590,Linda T. S_nchez,68524,Ryan Downing,0.704782995,0.295217005,LindaTSanchez,LindaTSanchez,GraceFNapolitano,GraceFNapolitano,GraceFNapolitano,1,GraceFNapolitano,GraceFNapolitano,SteveHorn,SteveHorn,SteveHorn,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,2,8,5,0,0,0,0,4,3,2,1,0.295409221,0.307395381,0.323579457,0.342955896,0.35215765,0.409098294,0.690526028,0.704590779,0.676420543,0.657044104,0.647842351,0.590901706,1
1242,9176,2018-CA-38,278376,404312,2018,California,LindaTSanchez,democrat,FALSE,CA-38,0.688517778,278376,Linda T. Sanchez,125936,Ryan Downing,0.688517778,0.311482222,LindaTSanchez,LindaTSanchez,LindaTSanchez,GraceFNapolitano,GraceFNapolitano,1,GraceFNapolitano,GraceFNapolitano,GraceFNapolitano,SteveHorn,SteveHorn,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.32116001,0.282862071,0.335087478,0.338599174,0.303349614,0.295217005,0.715059337,0.67883999,0.664912522,0.661400826,0.696650387,0.704782995,1
1261,7872,2012-CA-39,145607,251967,2012,California,EdwardRRoyce,republican,FALSE,CA-39,0.57788123,106360,Jay Chen,145607,Edward R. Royce,0.42211877,0.57788123,LindaTSanchez,LindaTSanchez,LindaTSanchez,LindaTSanchez,LindaTSanchez,0,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,0,democrat,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,0,1,5,5,4,1,1,1,0,3,2,1,1,0.388283898,0.508632983,0.387103133,0.402369666,0.451923998,0.325966765,0.482775723,0.603443833,0.602556531,0.58384322,0.527395332,0.632671893,0
1262,8307,2014-CA-39,91319,133225,2014,California,EdwardRRoyce,republican,FALSE,CA-39,0.685449428,41906,Peter O. Anderson,91319,Edward R. Royce,0.314550572,0.685449428,EdwardRRoyce,LindaTSanchez,LindaTSanchez,LindaTSanchez,LindaTSanchez,1,LindaTSanchez,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,1,republican,0,0,0,0,0,1,1,1,1,1,1,1,1,5,1,0,2,5,5,3,2,2,2,1,2,1,0,0,0.446772392,0.506198505,0.473139606,0.529765808,0.631665329,0.57788123,0.485210202,0.54495534,0.516520058,0.456447078,0.368334671,0.42211877,0
1263,8742,2016-CA-39,150777,263456,2016,California,EdwardRRoyce,republican,FALSE,CA-39,0.572304294,112679,Brett Murdock,150777,Edward R. Royce,0.427695706,0.572304294,EdwardRRoyce,EdwardRRoyce,LindaTSanchez,LindaTSanchez,LindaTSanchez,1,LindaTSanchez,LindaTSanchez,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,1,republican,1,0,0,0,0,0,1,1,1,2,2,2,2,5,1,0,3,5,5,2,3,3,2,1,1,0,0,0,0.492972544,0.495355712,0.540400429,0.611878317,0.628876861,0.685449428,0.496052995,0.498755188,0.449259235,0.388121683,0.371123139,0.314550572,0
1264,9177,2018-CA-39,252004,488786,2018,California,GilCisneros,democrat,FALSE,CA-39,0.515571232,252004,Gil Cisneros,236782,Young Kim,0.515571232,0.484428768,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,LindaTSanchez,LindaTSanchez,0,LindaTSanchez,LindaTSanchez,LindaTSanchez,EdwardRRoyce,EdwardRRoyce,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,6,2,3,2,1,1,1,1,1,0,0.529206097,0.479016805,0.58001593,0.580727497,0.528366531,0.572304294,0.513637841,0.462521635,0.41998407,0.419272503,0.471633469,0.427695706,1
1283,7873,2012-CA-40,73940,125553,2012,California,LucilleRoybalAllard,democrat,FALSE,CA-40,0.588914642,125553,Lucille Roybal-Allard,0,0,1,0,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,0,JerryLewis,JerryLewis,JerryLewis,JerryLewis,JerryLewis,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,1,3,2,1,1,1,1,1,0,0.533176288,0.633606318,0.496640262,0.431125934,0.333943698,0.667887395,0.353067065,0.466823712,0.503359738,0.568874066,0.666056303,0.332112605,1
1284,8308,2014-CA-40,30208,49379,2014,California,LucilleRoybalAllard,democrat,FALSE,CA-40,0.611758035,49379,David Sanchez,0,0,1,0,LucilleRoybalAllard,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,1,EdwardRRoyce,JerryLewis,JerryLewis,JerryLewis,JerryLewis,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,8,2,2,2,1,0,0,2,2,2,1,0.39731221,0.562924529,0.323344451,0.222629132,4.44E-16,0,0.423748854,0.60268779,0.676655549,0.777370868,1,1,1
1285,8743,2016-CA-40,106554,149297,2016,California,LucilleRoybalAllard,democrat,FALSE,CA-40,0.713704897,106554,Lucille Roybal-Allard,0,0,0.713704897,0,LucilleRoybalAllard,LucilleRoybalAllard,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,1,EdwardRRoyce,EdwardRRoyce,JerryLewis,JerryLewis,JerryLewis,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,2,7,3,3,1,0,0,0,3,3,2,1,0.258675561,0.495148802,0.166971849,0,4.44E-16,0,0.466154605,0.684065419,0.761454376,0.904568299,0.856852449,1,1
1286,9178,2018-CA-40,187876,242898,2018,California,LucilleRoybalAllard,democrat,FALSE,CA-40,0.773476933,242898,Lucille Roybal-Allard,0,0,1,0,LucilleRoybalAllard,LucilleRoybalAllard,LucilleRoybalAllard,EdwardRRoyce,EdwardRRoyce,1,EdwardRRoyce,EdwardRRoyce,EdwardRRoyce,JerryLewis,JerryLewis,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,1,6,4,4,0,0,0,0,4,3,2,1,0.133577479,0.427053548,0,0,4.44E-16,0,0.534249859,0.8091635,0.928426224,0.904568299,0.856852449,0.713704897,1
1305,7874,2012-CA-41,103578,175652,2012,California,MarkTakano,democrat,FALSE,CA-41,0.589677317,103578,Mark Takano,72074,John Tavaglione,0.589677317,0.410322683,JerryLewis,JerryLewis,JerryLewis,JerryLewis,JerryLewis,0,GaryGMiller,GaryGMiller,JayKim,JayKim,JayKim,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,1,3,2,1,1,1,1,1,0,0.66559365,0.642895191,0.581992063,0.552957791,0.521191616,0.632060548,0.34852357,0.334313225,0.417891531,0.446984535,0.478721874,0.36776643,1
1306,8309,2014-CA-41,46948,82884,2014,California,MarkTakano,democrat,FALSE,CA-41,0.566430192,46948,Mark Takano,35936,Steve Adams,0.566430192,0.433569808,MarkTakano,JerryLewis,JerryLewis,JerryLewis,JerryLewis,1,JerryLewis,GaryGMiller,GaryGMiller,JayKim,JayKim,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,8,2,2,2,1,0,0,2,2,2,1,0.552307612,0.624122509,0.523110795,0.491984346,0.421946246,0.410322683,0.367296252,0.447599263,0.476845949,0.50795798,0.578053755,0.589677317,1
1307,8744,2016-CA-41,128164,197323,2016,California,MarkTakano,democrat,FALSE,CA-41,0.649513741,128164,Mark Takano,69159,Doug Shepherd,0.649513741,0.350486259,MarkTakano,MarkTakano,JerryLewis,JerryLewis,JerryLewis,1,JerryLewis,JerryLewis,GaryGMiller,GaryGMiller,JayKim,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,2,7,3,3,1,0,0,0,3,3,2,1,0.488585888,0.595684084,0.456609824,0.39812625,0.392028034,0.433569808,0.399241247,0.511379507,0.54334692,0.60187375,0.607971967,0.566430192,1
1308,9179,2018-CA-41,216454,332496,2018,California,MarkTakano,democrat,FALSE,CA-41,0.650997305,216454,Mark Takano,116042,Aja Smith,0.650997305,0.349002695,MarkTakano,MarkTakano,MarkTakano,JerryLewis,JerryLewis,1,JerryLewis,JerryLewis,JerryLewis,GaryGMiller,GaryGMiller,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,1,6,4,4,0,0,0,0,4,3,2,1,0.435088399,0.575419808,0.385845361,0.377686254,0.349744477,0.350486259,0.420840269,0.564876997,0.614154639,0.622313746,0.650255523,0.649513741,1
1327,7875,2012-CA-42,130245,214947,2012,California,KenCalvert,republican,FALSE,CA-42,0.605940069,84702,Michael Williamson,130245,Ken Calvert,0.394059931,0.605940069,GaryGMiller,GaryGMiller,GaryGMiller,GaryGMiller,GaryGMiller,0,JoeBaca,GeorgeEBrownJr,GeorgeEBrownJr,GeorgeEBrownJr,GeorgeEBrownJr,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,4,0,4,3,2,1,0,0,0,0,0.714055689,0.60617466,0.722229199,0.629638932,0.643668085,0.6813961,0.388595326,0.285944311,0.277770801,0.370361068,0.356331916,0.3186039,0
1328,8310,2014-CA-42,74540,113390,2014,California,KenCalvert,republican,FALSE,CA-42,0.657377194,38850,Tim Sheridan,74540,Ken Calvert,0.342622806,0.657377194,KenCalvert,GaryGMiller,GaryGMiller,GaryGMiller,GaryGMiller,1,GaryGMiller,JoeBaca,GeorgeEBrownJr,GeorgeEBrownJr,GeorgeEBrownJr,1,republican,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,5,7,3,0,4,3,2,1,0,0,0,0,0.709258798,0.623078562,0.636573498,0.648237788,0.631658632,0.605940069,0.37174177,0.290741202,0.363426502,0.351762212,0.368341369,0.394059931,0
1329,8745,2016-CA-42,149547,254236,2016,California,KenCalvert,republican,FALSE,CA-42,0.58822118,104689,Tim Sheridan,149547,Ken Calvert,0.41177882,0.58822118,KenCalvert,KenCalvert,GaryGMiller,GaryGMiller,GaryGMiller,1,GaryGMiller,GaryGMiller,JoeBaca,GeorgeEBrownJr,GeorgeEBrownJr,1,republican,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,5,8,2,0,4,3,2,1,0,0,0,0,0.626903034,0.632382603,0.633233636,0.617179481,0.622799187,0.657377194,0.362437729,0.373096966,0.366766364,0.382820519,0.377200813,0.342622806,0
1330,9180,2018-CA-42,262080,463864,2018,California,KenCalvert,republican,FALSE,CA-42,0.564993188,201784,Julia C Peacock,262080,Ken Calvert,0.435006812,0.564993188,KenCalvert,KenCalvert,KenCalvert,GaryGMiller,GaryGMiller,1,GaryGMiller,GaryGMiller,GaryGMiller,JoeBaca,GeorgeEBrownJr,1,republican,1,1,0,0,0,0,0,0,0,3,3,3,2,3,1,0,5,9,1,0,4,3,2,1,0,0,0,0,0.619585546,0.646909828,0.604132908,0.603530521,0.576607184,0.58822118,0.350653127,0.380414454,0.395867092,0.396469479,0.423392816,0.41177882,0
1349,7876,2012-CA-43,143123,200894,2012,California,MaxineWaters,democrat,FALSE,CA-43,0.712430436,200894,Maxine Waters,0,0,1,0,JoeBaca,JoeBaca,JoeBaca,JoeBaca,JoeBaca,0,KenCalvert,KenCalvert,KenCalvert,KenCalvert,KenCalvert,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,5,0,0,0,0,4,3,2,1,0.269008197,0.430545839,0.252176598,0.217866704,0.172518613,0.345037225,0.549793204,0.730991803,0.747823402,0.782133296,0.827481388,0.654962775,1
1350,8311,2014-CA-43,69681,98202,2014,California,MaxineWaters,democrat,FALSE,CA-43,0.709568033,69681,Maxine Waters,28521,John Wood Jr.,0.709568033,0.290431967,MaxineWaters,JoeBaca,JoeBaca,JoeBaca,JoeBaca,1,JoeBaca,KenCalvert,KenCalvert,KenCalvert,KenCalvert,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,3,7,5,0,0,0,0,4,3,2,1,0.259827672,0.398614595,0.23600802,0.211823064,0.145215984,0,0.582312585,0.740172328,0.76399198,0.788176936,0.854784017,1,1
1351,8746,2016-CA-43,167017,219516,2016,California,MaxineWaters,democrat,FALSE,CA-43,0.760842034,167017,Maxine Waters,52499,Omar Navarro,0.760842034,0.239157966,MaxineWaters,MaxineWaters,JoeBaca,JoeBaca,JoeBaca,1,JoeBaca,JoeBaca,KenCalvert,KenCalvert,KenCalvert,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,2,8,5,0,0,0,0,4,3,2,1,0.236638009,0.366049306,0.218656789,0.176529978,0.264794967,0.290431967,0.620442498,0.763361991,0.781343211,0.823470022,0.735205034,0.709568033,1
1352,9181,2018-CA-43,304544,392104,2018,California,MaxineWaters,democrat,FALSE,CA-43,0.776691898,304544,Maxine Waters,87560,Omar Navarro,0.776691898,0.223308102,MaxineWaters,MaxineWaters,MaxineWaters,JoeBaca,JoeBaca,1,JoeBaca,JoeBaca,JoeBaca,KenCalvert,KenCalvert,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.219587052,0.3326939,0.188224509,0.250966012,0.231233034,0.239157966,0.656600596,0.780412948,0.811775491,0.749033988,0.768766966,0.760842034,1
1368,7877,2012-CA-44,99909,165898,2012,California,JaniceHahn,democrat,FALSE,CA-44,0.602231492,165898,Janice Hahn,0,0,1,0,KenCalvert,KenCalvert,KenCalvert,KenCalvert,KenCalvert,0,MaryBono,MaryBono,SonnyBono,SonnyBono,AlfredAAlMcCandless,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,1,3,2,1,1,1,1,1,0,0.456844939,0.524672744,0.41695375,0.356015575,0.278067534,0.556135068,0.451797774,0.530430888,0.575535334,0.643984425,0.721932466,0.443864932,1
1369,8312,2014-CA-44,59670,68862,2014,California,JaniceHahn,democrat,FALSE,CA-44,0.86651564,59670,Janice Hahn,0,0,0.86651564,0,JaniceHahn,KenCalvert,KenCalvert,KenCalvert,KenCalvert,1,KenCalvert,MaryBono,MaryBono,SonnyBono,SonnyBono,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,8,2,2,2,1,0,0,2,2,2,1,0.333563,0.469064859,0.267011681,0.185378356,9.99E-16,0,0.500393963,0.633731395,0.699617229,0.770126857,0.93325782,1,1
1370,8747,2016-CA-44,93124,178413,2016,California,NanetteDiazBarragan,democrat,FALSE,CA-44,0.521957481,178413,Nanette Diaz Barrag_____n,0,0,1,0,JaniceHahn,JaniceHahn,KenCalvert,KenCalvert,KenCalvert,0,KenCalvert,KenCalvert,MaryBono,MaryBono,SonnyBono,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,3,1,0,0,0,3,3,2,1,0.213609345,0.411293266,0.139033767,0,9.99E-16,0,0.561836752,0.759693783,0.827595143,0.955505213,0.93325782,0.86651564,1
1371,9182,2018-CA-44,195888,286644,2018,California,NanetteDiazBarragan,democrat,FALSE,CA-44,0.683384268,286644,Aja L. Brown,0,0,1,0,NanetteDiazBarragan,JaniceHahn,JaniceHahn,KenCalvert,KenCalvert,1,KenCalvert,KenCalvert,KenCalvert,MaryBono,MaryBono,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,6,4,4,0,0,0,0,4,3,2,1,0.111227014,0.35123371,0,0,9.99E-16,0,0.626117248,0.862076114,0.96662891,0.955505213,1,1,1
1387,7878,2012-CA-45,171417,293231,2012,California,JohnCampbell,republican,FALSE,CA-45,0.584580075,121814,Sukhee Kang,171417,John Campbell,0.415419925,0.584580075,MaryBono,MaryBono,MaryBono,MaryBono,MaryBono,0,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.591007047,0.624448254,0.572240738,0.560780866,0.549716259,0.514852443,0.364707909,0.396238663,0.411816399,0.417961984,0.418398016,0.421376106,0
1388,8313,2014-CA-45,106083,162902,2014,California,MimiWalters,republican,FALSE,CA-45,0.651207474,56819,Drew E. Leavens,106083,Mimi Walters,0.348792526,0.651207474,JohnCampbell,MaryBono,MaryBono,MaryBono,MaryBono,0,MaryBono,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.588034085,0.620471925,0.583387518,0.583546664,0.617893775,0.584580075,0.368684238,0.399211624,0.400669619,0.395196186,0.382106226,0.415419925,0
1389,8748,2016-CA-45,182618,311849,2016,California,MimiWalters,republican,FALSE,CA-45,0.585597517,129231,Ron Varasteh,182618,Mimi Walters,0.414402483,0.585597517,MimiWalters,JohnCampbell,MaryBono,MaryBono,MaryBono,1,MaryBono,MaryBono,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,1,republican,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.583829518,0.613764211,0.584059377,0.607128355,0.618402496,0.651207474,0.376886195,0.403416192,0.39999776,0.392871645,0.381597505,0.348792526,0
1390,9183,2018-CA-45,317812,610578,2018,California,KatiePorter,democrat,FALSE,CA-45,0.520510074,317812,Katie Porter,292766,Mimi Walters,0.520510074,0.479489926,MimiWalters,MimiWalters,JohnCampbell,MaryBono,MaryBono,0,MaryBono,MaryBono,MaryBono,DanaRohrabacher,DanaRohrabacher,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,1,3,2,1,1,1,1,1,0,0.563145487,0.600362828,0.575218748,0.572098306,0.532543722,0.585597517,0.391603123,0.424100223,0.424781252,0.427901694,0.467456279,0.414402483,1
1401,7879,2012-CA-46,95694,149815,2012,California,LorettaSanchez,democrat,FALSE,CA-46,0.638747789,95694,Loretta Sanchez,54121,Jerry Hayden,0.638747789,0.361252211,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,DanaRohrabacher,0,LorettaSanchez,LorettaSanchez,LorettaSanchez,RobertKDornan,RobertKDornan,0,republican,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,1,4,6,4,1,3,2,1,1,1,1,1,0,0.558775906,0.535280041,0.539155306,0.5078548,0.491643002,0.622033793,0.455651351,0.441206299,0.46082245,0.492115542,0.508312511,0.377877232,1
