,Unnamed: 0,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,dem_votes,dem_candidate,rep_votes,rep_candidate,dem_voteshare,rep_voteshare,L1_winner,L2_winner,L3_winner,L4_winner,L5_winner,dL1_winner,L6_winner,L7_winner,L8_winner,L9_winner,L10_winner,incumbent_in_race,incumbent_party,dL2_winner,dL3_winner,dL4_winner,dL5_winner,dL6_winner,dL7_winner,dL8_winner,dL9_winner,dL10_winner,incumbent_L5_races,incumbent_L4_races,incumbent_L3_races,incumbent_L2_races,incumbent_L10_races,rep_wins,dem_wins,rep_L5_wins,rep_L10_wins,dem_L10_wins,dem_L5_wins,rep_L4_wins,rep_L3_wins,rep_L2_wins,rep_L1_wins,dem_L4_wins,dem_L3_wins,dem_L2_wins,dem_L1_wins,rep_L5_voteshare,rep_L10_voteshare,rep_L4_voteshare,rep_L3_voteshare,rep_L2_voteshare,rep_L1_voteshare,dem_L10_voteshare,dem_L5_voteshare,dem_L4_voteshare,dem_L3_voteshare,dem_L2_voteshare,dem_L1_voteshare,target
7422,9014,2016-PA-08,207263,380818,2016,Pennsylvania,BrianFitzpatrick,republican,FALSE,PA-08,0.544257362,173555,Steve Santarsiero,207263,Brian Fitzpatrick,0.455742638,0.544257362,MichaelGFitzpatrick,MichaelGFitzpatrick,MichaelGFitzpatrick,PatrickJMurphy,PatrickJMurphy,0,MichaelGFitzpatrick,JamesCGreenwood,JamesCGreenwood,JamesCGreenwood,JamesCGreenwood,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,2,1,4,3,2,1,0,0,0,0,0.536177274,0.559261727,0.566134967,0.576437851,0.581639328,0.619021295,0.432604954,0.460641802,0.433865033,0.423562149,0.418360672,0.380978705,0
7423,9449,2018-PA-08,135603,248166,2018,Pennsylvania,MatthewAlton__Cartwright,democrat,FALSE,PA-08,0.546420541,135603,Matthew Alton__Cartwright,112563,John Robert__Chrin,0.546420541,0.453579459,BrianFitzpatrick,MichaelGFitzpatrick,MichaelGFitzpatrick,MichaelGFitzpatrick,PatrickJMurphy,0,PatrickJMurphy,MichaelGFitzpatrick,JamesCGreenwood,JamesCGreenwood,JamesCGreenwood,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,3,1,3,2,1,1,1,1,1,0,0.543623866,0.541396326,0.545723253,0.538952705,0.49891841,0.544257362,0.454642419,0.456376134,0.454276747,0.461047295,0.50108159,0.455742638,1
7442,8145,2012-PA-09,169177,274305,2012,Pennsylvania,BillShuster,republican,FALSE,PA-09,0.616747781,105128,Karen Ramsburg,169177,Bill Shuster,0.383252219,0.616747781,BillShuster,BillShuster,BillShuster,BillShuster,BillShuster,1,BudShuster,BudShuster,BudShuster,BudShuster,BudShuster,1,republican,1,1,1,1,0,0,0,0,0,5,4,3,2,5,1,0,5,9,1,0,4,3,2,1,0,0,0,0,0.656948018,0.67270471,0.647368413,0.662200144,0.673680286,0.730612791,0.326288907,0.342911558,0.352456057,0.337799856,0.326319714,0.269387209,0
7443,8580,2014-PA-09,110094,173317,2014,Pennsylvania,BillShuster,republican,FALSE,PA-09,0.635217549,63223,Alanna Hartzok,110094,Bill Shuster,0.364782451,0.635217549,BillShuster,BillShuster,BillShuster,BillShuster,BillShuster,1,BillShuster,BudShuster,BudShuster,BudShuster,BudShuster,1,republican,1,1,1,1,1,0,0,0,0,5,4,3,2,6,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.64493824,0.736226465,0.655454495,0.660859374,0.625982665,0.616747781,0.263117009,0.354921336,0.344545505,0.339140626,0.374017335,0.383252219,0
7444,9015,2016-PA-09,186580,294565,2016,Pennsylvania,BillShuster,republican,FALSE,PA-09,0.633408586,107985,Art Halvorson,186580,Bill Shuster,0.366591414,0.633408586,BillShuster,BillShuster,BillShuster,BillShuster,BillShuster,1,BillShuster,BillShuster,BudShuster,BudShuster,BudShuster,1,republican,1,1,1,1,1,1,0,0,0,5,4,3,2,7,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.651045313,0.72586982,0.653996677,0.628457972,0.634313067,0.635217549,0.273508401,0.348954687,0.346003323,0.371542028,0.365686933,0.364782451,0
7445,9450,2018-PA-09,148723,248927,2018,Pennsylvania,Daniel__Meuser,republican,FALSE,PA-09,0.597456282,100204,Dennis__Wolff,148723,Daniel__Meuser,0.402543718,0.597456282,BillShuster,BillShuster,BillShuster,BillShuster,BillShuster,0,BillShuster,BillShuster,BillShuster,BudShuster,BudShuster,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.642688598,0.68610582,0.620707549,0.622027472,0.615432434,0.633408586,0.313762772,0.357311402,0.37929245,0.377972528,0.384567566,0.366591414,0
7464,8146,2012-PA-10,179563,273790,2012,Pennsylvania,TomMarino,republican,FALSE,PA-10,0.655842069,94227,Philip Scollo,179563,Tom Marino,0.344157931,0.655842069,TomMarino,ChristopherCarney,ChristopherCarney,DonSherwood,DonSherwood,1,DonSherwood,DonSherwood,JosephMMcDade,JosephMMcDade,JosephMMcDade,1,republican,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3,8,2,2,2,2,2,1,2,1,0,0,0.608558335,0.626816483,0.528598069,0.54809763,0.603804693,0.551767318,0.358668195,0.37693324,0.471166549,0.45190237,0.396195307,0.448232682,0
7465,8581,2014-PA-10,112851,180322,2014,Pennsylvania,TomMarino,republican,FALSE,PA-10,0.625830459,44737,Scott F. Brion,112851,Tom Marino,0.248095074,0.625830459,TomMarino,TomMarino,ChristopherCarney,ChristopherCarney,DonSherwood,1,DonSherwood,DonSherwood,DonSherwood,JosephMMcDade,JosephMMcDade,1,republican,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,3,8,2,2,3,3,2,1,1,0,0,0,0.548044547,0.620526056,0.567530837,0.611146615,0.640836264,0.655842069,0.352392307,0.426552254,0.400950546,0.346828562,0.296126503,0.344157931,0
7466,9016,2016-PA-10,211282,301105,2016,Pennsylvania,TomMarino,republican,FALSE,PA-10,0.70168878,89823,Mike Molesevich,211282,Tom Marino,0.29831122,0.70168878,TomMarino,TomMarino,TomMarino,ChristopherCarney,ChristopherCarney,1,DonSherwood,DonSherwood,DonSherwood,DonSherwood,JosephMMcDade,1,republican,1,1,0,0,0,0,0,0,0,3,3,3,2,3,1,0,4,8,2,1,4,3,2,1,0,0,0,0,0.594362426,0.630912638,0.633782156,0.661120436,0.663759619,0.625830459,0.346002081,0.380422681,0.334699227,0.296854742,0.273203147,0.248095074,0
7467,9451,2018-PA-10,149365,291033,2018,Pennsylvania,ScottG__Perry,republican,FALSE,PA-10,0.513223586,141668,George B__Scott,149365,Scott G__Perry,0.486776414,0.513223586,TomMarino,TomMarino,TomMarino,TomMarino,ChristopherCarney,0,ChristopherCarney,DonSherwood,DonSherwood,DonSherwood,DonSherwood,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,2,0,4,3,2,1,0,0,0,0,0.609670442,0.633536887,0.624146223,0.613580942,0.607456183,0.70168878,0.346279205,0.365114664,0.34433516,0.344394236,0.392543817,0.29831122,0
7486,8147,2012-PA-11,166967,285198,2012,Pennsylvania,LouBarletta,republican,FALSE,PA-11,0.585442394,118231,Gene Stilp,166967,Lou Barletta,0.414557606,0.585442394,LouBarletta,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,1,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,1,republican,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,2,8,3,2,2,2,1,2,1,0,0,0.378282831,0.363763976,0.472853539,0.538724852,0.566223983,0.547005573,0.628650351,0.6105238,0.527092527,0.461275148,0.433776017,0.452994427,0
7487,8582,2014-PA-11,122464,184692,2014,Pennsylvania,LouBarletta,republican,FALSE,PA-11,0.663071492,62228,Andy Ostrowski,122464,Lou Barletta,0.336928508,0.663071492,LouBarletta,LouBarletta,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,1,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,1,republican,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,3,3,7,2,3,3,2,1,1,0,0,0,0.51089713,0.39660557,0.569811512,0.598506486,0.624256943,0.585442394,0.595819196,0.489059723,0.430188488,0.401493514,0.375743057,0.414557606,0
7488,9017,2016-PA-11,199421,313221,2016,Pennsylvania,LouBarletta,republican,FALSE,PA-11,0.636678256,113800,Mike Marsicano,199421,Lou Barletta,0.363321744,0.636678256,LouBarletta,LouBarletta,LouBarletta,PaulEKanjorski,PaulEKanjorski,1,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,1,republican,1,1,0,0,0,0,0,0,0,3,3,3,2,3,1,0,4,4,6,1,4,3,2,1,0,0,0,0,0.583184861,0.428281815,0.608049429,0.628397381,0.649874874,0.663071492,0.564149313,0.416815139,0.391950571,0.371602619,0.350125126,0.336928508,0
7489,9452,2018-PA-11,163708,277584,2018,Pennsylvania,LloydK__Smucker,republican,FALSE,PA-11,0.589760217,113876,Jessica__King,163708,Lloyd K__Smucker,0.410239783,0.589760217,LouBarletta,LouBarletta,LouBarletta,LouBarletta,PaulEKanjorski,0,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,PaulEKanjorski,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,4,3,2,1,0,0,0,0,0.604391586,0.454098854,0.61873809,0.629836655,0.613219236,0.636678256,0.538339037,0.395608414,0.38126191,0.370163345,0.386780764,0.363321744,0
7508,8148,2012-PA-12,175352,338941,2012,Pennsylvania,KeithJRothfus,republican,FALSE,PA-12,0.517352578,163589,Mark S. Critz,175352,Keith J. Rothfus,0.482647422,0.517352578,MarkSCritz,JohnPMurtha,JohnPMurtha,JohnPMurtha,JohnPMurtha,0,JohnPMurtha,JohnPMurtha,JohnPMurtha,JohnPMurtha,JohnPMurtha,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9,4,1,1,1,0,3,2,1,1,0.364580828,0.328925195,0.455726034,0.477013815,0.504781047,0.492209517,0.669372661,0.635341402,0.544176753,0.522986185,0.495218953,0.507790483,0
7509,8583,2014-PA-12,127993,215921,2014,Pennsylvania,KeithJRothfus,republican,FALSE,PA-12,0.592776988,87928,Erin McClelland,127993,Keith J. Rothfus,0.407223012,0.592776988,KeithJRothfus,MarkSCritz,JohnPMurtha,JohnPMurtha,JohnPMurtha,1,JohnPMurtha,JohnPMurtha,JohnPMurtha,JohnPMurtha,JohnPMurtha,1,republican,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,2,8,3,2,2,2,1,2,1,0,0,0.483136225,0.357123686,0.505954608,0.534113028,0.555064783,0.517352578,0.641193468,0.516786005,0.494045391,0.465886972,0.444935217,0.482647422,0
7510,9018,2016-PA-12,221851,359204,2016,Pennsylvania,KeithJRothfus,republican,FALSE,PA-12,0.617618401,137353,Erin R. McClelland,221851,Keith J. Rothfus,0.382381599,0.617618401,KeithJRothfus,KeithJRothfus,MarkSCritz,JohnPMurtha,JohnPMurtha,1,JohnPMurtha,JohnPMurtha,JohnPMurtha,JohnPMurtha,JohnPMurtha,1,republican,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,3,3,7,2,3,3,2,1,1,0,0,0,0.528287367,0.388886191,0.554989371,0.575915989,0.605197694,0.592776988,0.609442729,0.471712633,0.445010629,0.424084011,0.394802306,0.407223012,0
7511,9453,2018-PA-12,161047,243872,2018,Pennsylvania,ThomasA__Marino,republican,FALSE,PA-12,0.660375115,82825,Marc__Friedenberg,161047,Thomas A__Marino,0.339624885,0.660375115,KeithJRothfus,KeithJRothfus,KeithJRothfus,MarkSCritz,JohnPMurtha,0,JohnPMurtha,JohnPMurtha,JohnPMurtha,JohnPMurtha,JohnPMurtha,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,6,1,4,3,2,1,0,0,0,0,0.57606652,0.423421454,0.59703077,0.623590168,0.638996758,0.617618401,0.574916322,0.42393348,0.402969229,0.376409832,0.361003242,0.382381599,0
7530,8149,2012-PA-13,209901,303819,2012,Pennsylvania,AllysonSchwartz,democrat,FALSE,PA-13,0.690875159,209901,Allyson Y. Schwartz,93918,Joseph James Rooney,0.690875159,0.309124841,AllysonSchwartz,AllysonSchwartz,AllysonSchwartz,AllysonSchwartz,JosephMHoeffel,1,JosephMHoeffel,JosephMHoeffel,JonDFox,JonDFox,MarjorieMargoliesMezvinsky,1,democrat,1,1,1,0,0,0,0,0,0,4,4,3,2,4,0,1,0,2,8,5,0,0,0,0,4,3,2,1,0.371035871,0.432556802,0.357449665,0.363685617,0.372854565,0.436584289,0.5594468,0.620187755,0.63587278,0.627410978,0.627145435,0.563415711,1
7531,8584,2014-PA-13,123601,184150,2014,Pennsylvania,BrendanFBoyle,democrat,FALSE,PA-13,0.671197393,123601,Brendan F. Boyle,60549,Carson Dee Adcock,0.671197393,0.328802607,AllysonSchwartz,AllysonSchwartz,AllysonSchwartz,AllysonSchwartz,AllysonSchwartz,0,JosephMHoeffel,JosephMHoeffel,JosephMHoeffel,JonDFox,JonDFox,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.351720254,0.412334715,0.354964864,0.358170579,0.318963724,0.309124841,0.581351742,0.642937703,0.638357581,0.641829421,0.681036276,0.690875159,1
7532,9019,2016-PA-13,239316,239316,2016,Pennsylvania,BrendanFBoyle,democrat,FALSE,PA-13,1,239316,Brendan F. Boyle,0,0,1,0,BrendanFBoyle,AllysonSchwartz,AllysonSchwartz,AllysonSchwartz,AllysonSchwartz,1,AllysonSchwartz,JosephMHoeffel,JosephMHoeffel,JosephMHoeffel,JonDFox,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.283971892,0.361422239,0.268627934,0.212642483,0.164401303,0.328802607,0.632477651,0.710686065,0.731372066,0.787357517,0.835598697,0.671197393,1
7533,9454,2018-PA-13,178533,253266,2018,Pennsylvania,John__Joyce,republican,FALSE,PA-13,0.704922887,74733,Brent M__Ottaway,178533,John__Joyce,0.295077113,0.704922887,BrendanFBoyle,BrendanFBoyle,AllysonSchwartz,AllysonSchwartz,AllysonSchwartz,0,AllysonSchwartz,AllysonSchwartz,JosephMHoeffel,JosephMHoeffel,JosephMHoeffel,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9,4,1,1,1,0,3,2,1,1,0.355886925,0.383464747,0.335712584,0.344575165,0.352461443,0,0.610435143,0.644113075,0.664287416,0.655424835,0.647538557,1,0
7552,8150,2012-PA-14,251932,327634,2012,Pennsylvania,MichaelFDoyle,democrat,FALSE,PA-14,0.768943394,251932,Michael F. Doyle,75702,Hans Lessmann,0.768943394,0.231056606,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,1,WilliamJCoyne,WilliamJCoyne,WilliamJCoyne,WilliamJCoyne,WilliamJCoyne,1,democrat,1,1,1,1,0,0,0,0,0,5,4,3,2,5,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.102555492,0.160940674,0.128194365,0.17092582,0.25638873,0.281720854,0.834820232,0.896768926,0.870961158,0.82907418,0.74361127,0.718279146,1
7553,8585,2014-PA-14,148351,148351,2014,Pennsylvania,MichaelFDoyle,democrat,FALSE,PA-14,1,148351,Michael F. Doyle,0,0,1,0,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,1,MichaelFDoyle,WilliamJCoyne,WilliamJCoyne,WilliamJCoyne,WilliamJCoyne,1,democrat,1,1,1,1,1,0,0,0,0,5,4,3,2,6,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.102555492,0.128530346,0.128194365,0.17092582,0.115528303,0.231056606,0.870688937,0.896768926,0.871805635,0.82907418,0.884471697,0.768943394,1
7554,9020,2016-PA-14,255293,343292,2016,Pennsylvania,MichaelFDoyle,democrat,FALSE,PA-14,0.743661373,255293,Michael F. Doyle,87999,Lenny McAllister,0.743661373,0.256338627,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,1,MichaelFDoyle,MichaelFDoyle,WilliamJCoyne,WilliamJCoyne,WilliamJCoyne,1,democrat,1,1,1,1,1,1,0,0,0,5,4,3,2,7,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.153823217,0.115205882,0.192279022,0.162465078,0.128169313,0,0.884376225,0.846176783,0.807720978,0.837534922,0.871830687,1,1
7555,9455,2018-PA-14,151386,261437,2018,Pennsylvania,GuyL__Reschenthaler,republican,FALSE,PA-14,0.579053462,110051,Bibiana__Boerio,151386,Guy L__Reschenthaler,0.420946538,0.579053462,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,0,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,WilliamJCoyne,WilliamJCoyne,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9,4,1,1,1,0,3,2,1,1,0.26963391,0.134816955,0.266612174,0.27846403,0.417696044,0.256338627,0.864773138,0.73036609,0.733387826,0.72153597,0.582303956,0.743661373,0
7574,8151,2012-PA-15,168960,297724,2012,Pennsylvania,CharlesWDent,republican,FALSE,PA-15,0.567505475,128764,Rick Daugherty,168960,Charles W. Dent,0.432494525,0.567505475,CharlesWDent,CharlesWDent,CharlesWDent,CharlesWDent,PatToomey,1,PatToomey,PatToomey,PaulMcHale,PaulMcHale,PaulMcHale,1,republican,1,1,1,0,0,0,0,0,0,4,4,3,2,4,1,0,5,8,2,0,4,3,2,1,0,0,0,0,0.564607848,0.536664666,0.556091616,0.562902742,0.551499183,0.535492892,0.447185322,0.420450887,0.425231803,0.412248975,0.411228392,0.389962258,0
7575,8586,2014-PA-15,128285,128285,2014,Pennsylvania,CharlesWDent,republican,FALSE,PA-15,1,0,0,128285,Charles W. Dent,0,1,CharlesWDent,CharlesWDent,CharlesWDent,CharlesWDent,CharlesWDent,1,PatToomey,PatToomey,PatToomey,PaulMcHale,PaulMcHale,1,republican,1,1,1,1,0,0,0,0,0,5,4,3,2,5,1,0,5,9,1,0,4,3,2,1,0,0,0,0,0.644873293,0.589217529,0.672177056,0.700999456,0.783752737,0.567505475,0.399426076,0.340185442,0.309186731,0.274152261,0.216247263,0.432494525,0
7576,9021,2016-PA-15,190618,326474,2016,Pennsylvania,CharlesWDent,republican,FALSE,PA-15,0.583868853,124129,Rick Daugherty,202345,Paul Rizzo,0.380210982,0.619789018,CharlesWDent,CharlesWDent,CharlesWDent,CharlesWDent,CharlesWDent,1,CharlesWDent,PatToomey,PatToomey,PatToomey,PaulMcHale,1,republican,1,1,1,1,1,0,0,0,0,5,4,3,2,6,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.661699449,0.609869938,0.680696846,0.729098164,0.809894509,1,0.382640648,0.323391581,0.300666941,0.270901836,0.190105491,0,0
7577,9456,2018-PA-15,165245,243572,2018,Pennsylvania,GlennWilliamThompsonJr,republican,FALSE,PA-15,0.678423628,78327,Susan__Boser,165245,Glenn William  Thompson Jr.,0.321576372,0.678423628,CharlesWDent,CharlesWDent,CharlesWDent,CharlesWDent,CharlesWDent,0,CharlesWDent,CharlesWDent,PatToomey,PatToomey,PatToomey,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.680242203,0.622734694,0.71642953,0.766070882,0.649106323,0.619789018,0.369790014,0.304848827,0.28357047,0.233929118,0.350893677,0.380210982,0
7596,8152,2012-PA-16,156192,284781,2012,Pennsylvania,JosephRPitts,republican,FALSE,PA-16,0.548463556,111185,Aryanna C. Strader,156192,Joseph R. Pitts,0.390422816,0.548463556,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,1,JosephRPitts,JosephRPitts,JosephRPitts,RobertSWalker,RobertSWalker,1,republican,1,1,1,1,1,1,1,0,0,5,4,3,2,8,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.593918192,0.65199399,0.581496369,0.586827384,0.601166012,0.653868469,0.324987158,0.376430855,0.381439939,0.376804701,0.368277174,0.346131531,0
7597,8587,2014-PA-16,101722,176235,2014,Pennsylvania,JosephRPitts,republican,FALSE,PA-16,0.577195222,74513,Tom Houghton,101722,Joseph R. Pitts,0.422804778,0.577195222,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,1,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,RobertSWalker,1,republican,1,1,1,1,1,1,1,1,0,5,4,3,2,9,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.58063614,0.640005342,0.584419344,0.593175749,0.562829389,0.548463556,0.336985968,0.389712907,0.38830472,0.386453042,0.406613797,0.390422816,0
7598,9022,2016-PA-16,168669,313773,2016,Pennsylvania,LloydKSmucker,republican,FALSE,PA-16,0.537551032,134586,Christina Hartman,179187,Shawn Patrick House,0.428927919,0.571072081,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,0,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.581749891,0.637709014,0.587649832,0.565576953,0.574133651,0.577195222,0.342380072,0.39642936,0.397071761,0.414051838,0.425866349,0.422804778,0
7599,9457,2018-PA-16,135348,262396,2018,Pennsylvania,GeorgeJKellyJr,republican,FALSE,PA-16,0.51581579,124109,Ronald A__Dinicola,138287,George J  Kelly Jr.,0.472983582,0.527016418,LloydKSmucker,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,0,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,JosephRPitts,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,0,0,4,3,2,1,0,0,0,0,0.575523149,0.619881942,0.555936819,0.558427907,0.549044249,0.571072081,0.360217431,0.412254125,0.428784774,0.441572093,0.450955751,0.428927919,0
7618,8153,2012-PA-17,161393,267601,2012,Pennsylvania,MattCartwright,democrat,FALSE,PA-17,0.603110601,161393,Matthew A. Cartwright,106208,Laureen A. Cummings,0.603110601,0.396889399,TimHolden,TimHolden,TimHolden,TimHolden,TimHolden,0,GeorgeWGekas,GeorgeWGekas,GeorgeWGekas,GeorgeWGekas,GeorgeWGekas,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,5,0,0,0,0,4,3,2,1,0.393764862,0.58892688,0.389927352,0.401696438,0.420941725,0.444994051,0.410732288,0.606170282,0.609991577,0.598303562,0.579058275,0.555005949,1
7619,8588,2014-PA-17,93680,165051,2014,Pennsylvania,MattCartwright,democrat,FALSE,PA-17,0.567582141,93680,Matt Cartwright,71371,David J. Moylan,0.567582141,0.432417859,MattCartwright,TimHolden,TimHolden,TimHolden,TimHolden,1,TimHolden,GeorgeWGekas,GeorgeWGekas,GeorgeWGekas,GeorgeWGekas,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,3,7,5,0,0,0,0,4,3,2,1,0.398425454,0.532308245,0.409376793,0.424767103,0.414653629,0.396889399,0.467490503,0.60150969,0.590623207,0.575232897,0.585346371,0.603110601,1
7620,9023,2016-PA-17,157734,293164,2016,Pennsylvania,MattCartwright,democrat,FALSE,PA-17,0.538040141,157734,Matt Cartwright,135430,Matt Connolly,0.538040141,0.461959859,MattCartwright,MattCartwright,TimHolden,TimHolden,TimHolden,1,TimHolden,TimHolden,GeorgeWGekas,GeorgeWGekas,GeorgeWGekas,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,2,8,5,0,0,0,0,4,3,2,1,0.419893406,0.506276789,0.434065292,0.430422372,0.447188859,0.432417859,0.493534901,0.580106594,0.565934708,0.569577628,0.552811141,0.567582141,1
7621,9458,2018-PA-17,183162,325579,2018,Pennsylvania,ConorJames__Lamb,democrat,FALSE,PA-17,0.562573139,183162,Conor James__Lamb,142417,Keith__Rothfus,0.562573139,0.437426861,MattCartwright,MattCartwright,MattCartwright,TimHolden,TimHolden,0,TimHolden,TimHolden,TimHolden,GeorgeWGekas,GeorgeWGekas,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.434737606,0.450172376,0.432173494,0.44393486,0.44969336,0.461959859,0.549792215,0.565262394,0.567826505,0.55606514,0.55030664,0.538040141,1
7640,8154,2012-PA-18,216727,338873,2012,Pennsylvania,TimMurphy,republican,FALSE,PA-18,0.639552281,122146,Larry Maggi,216727,Tim Murphy,0.360447719,0.639552281,TimMurphy,TimMurphy,TimMurphy,TimMurphy,TimMurphy,1,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,RickSantorum,1,republican,1,1,1,1,0,0,0,0,0,5,4,3,2,5,1,0,5,6,4,0,4,3,2,1,0,0,0,0,0.631817066,0.524479582,0.632869006,0.651167627,0.656417216,0.673282151,0.471767371,0.368031879,0.366942175,0.348832373,0.343582784,0.326717849,0
7641,8589,2014-PA-18,166076,166076,2014,Pennsylvania,TimMurphy,republican,FALSE,PA-18,1,0,0,166076,Tim Murphy,0,1,TimMurphy,TimMurphy,TimMurphy,TimMurphy,TimMurphy,1,TimMurphy,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,1,republican,1,1,1,1,1,0,0,0,0,5,4,3,2,6,1,0,5,7,3,0,4,3,2,1,0,0,0,0,0.706295205,0.579321574,0.73837572,0.770944811,0.81977614,0.639552281,0.41697114,0.29355374,0.26162428,0.229055189,0.18022386,0.360447719,0
7642,9024,2016-PA-18,293684,293684,2016,Pennsylvania,TimMurphy,republican,FALSE,PA-18,1,0,0,293684,Tim Murphy,0,1,TimMurphy,TimMurphy,TimMurphy,TimMurphy,TimMurphy,1,TimMurphy,TimMurphy,MichaelFDoyle,MichaelFDoyle,MichaelFDoyle,1,republican,1,1,1,1,1,1,0,0,0,5,4,3,2,7,1,0,5,8,2,0,4,3,2,1,0,0,0,0,0.790700576,0.638934114,0.828208608,0.87985076,1,1,0.360963883,0.209299424,0.171791392,0.12014924,2.41E-15,0,0
7643,9459,2018-PA-18,231472,231472,2018,Pennsylvania,MichaelFDoyle,democrat,FALSE,PA-18,1,231472,Michael F  Doyle Jr.,0,0,1,0,TimMurphy,TimMurphy,TimMurphy,TimMurphy,TimMurphy,0,TimMurphy,TimMurphy,TimMurphy,MichaelFDoyle,MichaelFDoyle,0,republican,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,4,8,2,1,3,2,1,1,1,1,1,0,0.662566886,0.606633324,0.65988807,0.666666667,0.5,1,0.393284628,0.337433114,0.34011193,0.333333333,0.5,0,1
