Unnamed: 0,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share,L1_winner,L2_winner,L3_winner,L4_winner,L5_winner,dL1_winner,dL2_winner,dL3_winner,dL4_winner,dL5_winner,incumbent_party,incumbent_L5_races,incumbent_L4_races,incumbent_L3_races,incumbent_L2_races,rep_L1_wins,rep_L5_wins,rep_L4_wins,rep_L3_wins,rep_L2_wins,dem_L1_wins,dem_L5_wins,dem_L4_wins,dem_L3_wins,dem_L2_wins,rep_L1_voteshare,rep_L5_voteshare,rep_L4_voteshare,rep_L3_voteshare,rep_L2_voteshare,dem_L1_voteshare,dem_L5_voteshare,dem_L4_voteshare,dem_L3_voteshare,dem_L2_voteshare,target,top_dem_votes,top_dem_candidate,top_rep_votes,top_rep_candidate,dem_incumbent_in_race,rep_incumbent_in_race
7896,2012-CT-03,197163,291300,2012,Connecticut,RosaLDeLauro,democrat,FALSE,CT-03,0.676838311,197163,73726,0.676838311,0.253093031,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.335840951,0.260442843,0.251702914,0.252372845,0.266423005,0.623254676,0.714285674,0.716707733,0.705508017,0.670398289,1,197163,RosaLDeLauro,73726,WayneWinsley,1,0
8331,2014-CT-03,130009,209939,2014,Connecticut,RosaLDeLauro,democrat,FALSE,CT-03,0.619270359,130009,69454,0.619270359,0.330829431,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.253093031,0.251980937,0.252552892,0.26197968,0.294466991,0.676838311,0.708733848,0.69834059,0.672544963,0.650046494,1,130009,RosaLDeLauro,69454,JamesEBrown,1,0
8766,2016-CT-03,192274,309379,2016,Connecticut,RosaLDeLauro,democrat,FALSE,CT-03,0.621483682,192274,95786,0.621483682,0.30960731,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.330829431,0.2682082,0.279192118,0.306587804,0.291961231,0.619270359,0.682526544,0.659226312,0.639787782,0.648054335,1,192274,RosaLDeLauro,95786,AngelCadena,1,0
9201,2018-CT-03,163211,270239,2018,Connecticut,RosaLDeLauro,democrat,FALSE,CT-03,0.603950577,163211,95667,0.603950577,0.354008859,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,RosaLDeLauro,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.30960731,0.285275156,0.307342681,0.297843257,0.320218371,0.621483682,0.651677786,0.635211757,0.639197451,0.620377021,1,163211,RosaLDeLauro,95667,AngelCadena,1,0
7897,2012-CT-04,167320,293432,2012,Connecticut,JamesAHimes,democrat,FALSE,CT-04,0.570217291,167320,117503,0.570217291,0.400443714,JamesAHimes,JamesAHimes,ChristopherShays,ChristopherShays,ChristopherShays,1,1,0,0,0,democrat,2,2,2,2,0,3,2,1,0,1,2,2,2,2,0.469338657,0.528878929,0.50002834,0.491925373,0.475787486,0.509432313,0.460944397,0.487260777,0.491131368,0.498797627,1,167320,JamesAHimes,117503,SteveObsitnik,1,0
8332,2014-CT-04,101401,198800,2014,Connecticut,JamesAHimes,democrat,FALSE,CT-04,0.510065392,101401,88209,0.510065392,0.443707243,JamesAHimes,JamesAHimes,JamesAHimes,ChristopherShays,ChristopherShays,1,1,1,0,0,democrat,3,3,3,2,0,2,1,0,0,1,3,3,3,2,0.400443714,0.480111415,0.469054958,0.450672895,0.434891186,0.570217291,0.50385208,0.510902849,0.522604181,0.539824802,1,101401,JamesAHimes,88209,DanDebicella,1,0
8767,2016-CT-04,187811,313540,2016,Connecticut,JamesAHimes,democrat,FALSE,CT-04,0.599001722,187811,120653,0.599001722,0.384808956,JamesAHimes,JamesAHimes,JamesAHimes,JamesAHimes,ChristopherShays,1,1,1,1,0,democrat,4,4,3,2,0,1,0,0,0,1,4,4,3,2,0.443707243,0.463985415,0.448931482,0.437829871,0.422075479,0.510065392,0.510735357,0.519469484,0.529904999,0.540141342,1,187811,JamesAHimes,120653,JohnShaban,1,0
9202,2018-CT-04,168726,275651,2018,Connecticut,JamesAHimes,democrat,FALSE,CT-04,0.612100083,168726,103175,0.612100083,0.374295758,JamesAHimes,JamesAHimes,JamesAHimes,JamesAHimes,JamesAHimes,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.384808956,0.436106977,0.424574642,0.409653304,0.4142581,0.599001722,0.535375932,0.54717918,0.559761468,0.554533557,1,168726,JamesAHimes,103175,HarryArora,1,0
7898,2012-CT-05,137631,284757,2012,Connecticut,ElizabethEsty,democrat,FALSE,CT-05,0.48332789,137631,128927,0.48332789,0.452761477,ChristopherSMurphy,ChristopherSMurphy,ChristopherSMurphy,NancyJohnson,NancyJohnson,0,0,0,0,0,democrat,0,0,0,0,0,2,1,0,0,1,3,3,3,2,0.449144974,0.484326985,0.467993118,0.424701674,0.419370559,0.520147116,0.487873861,0.501684926,0.541668437,0.530184608,1,137631,ElizabethEsty,128927,AndrewRoraback,0,0
8333,2014-CT-05,106256,213301,2014,Connecticut,ElizabethEsty,democrat,FALSE,CT-05,0.498150501,106256,92404,0.498150501,0.433209408,ElizabethEsty,ChristopherSMurphy,ChristopherSMurphy,ChristopherSMurphy,NancyJohnson,1,0,0,0,0,democrat,1,1,1,1,0,1,0,0,0,1,4,4,3,2,0.452761477,0.46494679,0.431716625,0.430500865,0.450953226,0.48332789,0.498013519,0.5270833,0.514565702,0.501737503,1,106256,ElizabethEsty,92404,MarkGreenberg,1,0
8768,2016-CT-05,163499,309082,2016,Connecticut,ElizabethEsty,democrat,FALSE,CT-05,0.5289826,163499,124900,0.5289826,0.404099883,ElizabethEsty,ElizabethEsty,ChristopherSMurphy,ChristopherSMurphy,ChristopherSMurphy,1,1,0,0,0,democrat,2,2,2,2,0,0,0,0,0,1,5,4,3,2,0.433209408,0.432015181,0.431178,0.44503862,0.442985443,0.498150501,0.52129674,0.510461902,0.500541836,0.490739196,1,163499,ElizabethEsty,124900,ClayCope,1,0
9203,2018-CT-05,142901,270664,2018,Connecticut,JahanaHayes,democrat,FALSE,CT-05,0.527964561,142901,115146,0.527964561,0.425420447,ElizabethEsty,ElizabethEsty,ElizabethEsty,ChristopherSMurphy,ChristopherSMurphy,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.404099883,0.425762377,0.434803935,0.430023589,0.418654646,0.5289826,0.514166041,0.507652027,0.503486997,0.513566551,1,142901,JahanaHayes,115146,MannySantos,0,0
7899,2012-DE-00,249933,388059,2012,Delaware,JohnCCarney,democrat,FALSE,DE-00,0.64405928,254206,133853,0.655070492,0.344929508,JohnCCarney,MichaelNCastle,MichaelNCastle,MichaelNCastle,MichaelNCastle,1,0,0,0,0,democrat,1,1,1,1,0,4,3,2,1,1,1,1,1,1,0.416927325,0.607629072,0.576315745,0.536248094,0.518515108,0.56780942,0.383421384,0.412497324,0.451023925,0.473853265,1,249933,JohnCCarney,129757,ThomasHKovach,1,0
8334,2014-DE-00,137251,231617,2014,Delaware,JohnCCarney,democrat,FALSE,DE-00,0.592577401,142052,89565,0.613305586,0.386694414,JohnCCarney,JohnCCarney,MichaelNCastle,MichaelNCastle,MichaelNCastle,1,1,0,0,0,democrat,2,2,2,2,0,3,2,1,0,1,2,2,2,2,0.344929508,0.530038497,0.488418447,0.460653241,0.380928417,0.655070492,0.461011958,0.502035566,0.534259007,0.611439956,1,137251,JohnCCarney,85146,RoseIzzo,1,0
8769,2016-DE-00,233554,420617,2016,Delaware,LisaBluntRochester,democrat,FALSE,DE-00,0.555265241,241880,178737,0.575059971,0.424940029,JohnCCarney,JohnCCarney,JohnCCarney,MichaelNCastle,MichaelNCastle,0,0,0,0,0,democrat,0,0,0,0,0,2,1,0,0,1,3,3,3,2,0.386694414,0.468073641,0.442163534,0.382850416,0.365811961,0.613305586,0.52428957,0.554020652,0.612061833,0.634188039,1,233554,LisaBluntRochester,172301,HansReigle,0,0
9204,2018-DE-00,227353,352737,2018,Delaware,LisaBluntRochester,democrat,FALSE,DE-00,0.6445397,227353,125384,0.6445397,0.3554603,LisaBluntRochester,JohnCCarney,JohnCCarney,JohnCCarney,MichaelNCastle,1,0,0,0,0,democrat,1,1,1,1,0,1,0,0,0,1,4,4,3,2,0.424940029,0.438718833,0.393372819,0.385521317,0.405817222,0.575059971,0.558228516,0.602811367,0.614478683,0.594182779,1,227353,LisaBluntRochester,125384,ScottWalker,1,0
7900,2012-FL-01,238440,342594,2012,Florida,JeffMiller,republican,FALSE,FL-01,0.695984168,92961,249616,0.271344507,0.728605872,JeffMiller,JeffMiller,JeffMiller,JeffMiller,JeffMiller,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.800000937,0.739710216,0.738157313,0.729064333,0.750920627,0,0.220271401,0.211842921,0.204269312,0.149079842,0,92961,JimBryan,238440,JeffMiller,0,1
8335,2014-FL-01,165086,235343,2014,Florida,JeffMiller,republican,FALSE,FL-01,0.70146977,54976,165086,0.23359947,0.70146977,JeffMiller,JeffMiller,JeffMiller,JeffMiller,JeffMiller,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.728605872,0.736247025,0.728949718,0.743482375,0.764303405,0.271344507,0.223743238,0.221038111,0.18983473,0.135672254,0,54976,JimBryan,165086,JeffMiller,0,1
8770,2016-FL-01,255107,369186,2016,Florida,MattGaetz,republican,FALSE,FL-01,0.690998575,114079,255107,0.309001425,0.690998575,JeffMiller,JeffMiller,JeffMiller,JeffMiller,JeffMiller,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.70146977,0.723453728,0.732979224,0.74335886,0.715037821,0.23359947,0.223550383,0.200775915,0.168314659,0.252471989,0,114079,StevenSpecht,255107,MattGaetz,0,0
9205,2018-FL-01,216189,322388,2018,Florida,MattGaetz,republican,FALSE,FL-01,0.670586374,106199,216189,0.329413626,0.670586374,MattGaetz,JeffMiller,JeffMiller,JeffMiller,JeffMiller,1,0,0,0,0,republican,1,1,1,1,1,5,4,3,2,0,0,0,0,0,0.690998575,0.724583094,0.730268788,0.707024739,0.696234173,0.309001425,0.222421017,0.20348635,0.271315134,0.271300448,0,106199,JenniferMZimmerman,216189,MattGaetz,0,1
7901,2012-FL-02,175856,333718,2012,Florida,SteveSoutherland,republican,FALSE,FL-02,0.526959888,157634,175856,0.4723569,0.526959888,SteveSoutherland,AllenBoyd,AllenBoyd,AllenBoyd,AllenBoyd,1,0,0,0,0,republican,1,1,1,1,1,1,1,1,1,0,4,3,2,1,0.53596947,0.32623816,0.325055733,0.305574836,0.458362254,0.413503486,0.663558942,0.662190643,0.677431546,0.51614732,0,157634,AlLawson,175856,SteveSoutherlandII,0,0
8336,2014-FL-02,126096,249780,2014,Florida,GwenGraham,democrat,FALSE,FL-02,0.504828249,126096,123262,0.504828249,0.493482264,SteveSoutherland,SteveSoutherland,AllenBoyd,AllenBoyd,AllenBoyd,0,0,0,0,0,republican,0,0,0,0,1,2,2,2,2,0,3,2,1,0,0.526959888,0.365436564,0.360921099,0.481228132,0.531464679,0.4723569,0.624223894,0.626162885,0.501550513,0.442930193,1,126096,GwenGraham,123262,SteveSoutherlandII,0,0
8771,2016-FL-02,231163,343362,2016,Florida,NealDunn,republican,FALSE,FL-02,0.673234079,102801,240558,0.29939539,0.700595873,GwenGraham,SteveSoutherland,SteveSoutherland,AllenBoyd,AllenBoyd,0,0,0,0,0,democrat,0,0,0,0,0,2,2,2,1,1,3,2,1,1,0.493482264,0.387433332,0.484291665,0.518803874,0.510221076,0.504828249,0.601895958,0.502369947,0.463562878,0.488592575,0,102801,WalterDartland,231163,NealDunn,0,0
9206,2018-FL-02,199335,295568,2018,Florida,NealDunn,republican,FALSE,FL-02,0.674413333,96233,199335,0.325586667,0.674413333,NealDunn,GwenGraham,SteveSoutherland,SteveSoutherland,AllenBoyd,1,0,0,0,0,republican,1,1,1,1,1,3,3,2,1,0,2,1,1,1,0.700595873,0.527552506,0.564251874,0.573679342,0.597039069,0.29939539,0.461775036,0.422521006,0.425526846,0.40211182,0,96233,BobRackleff,199335,NealDunn,0,1
7902,2012-FL-03,204331,315669,2012,Florida,TedYoho,republican,FALSE,FL-03,0.64729511,102468,204331,0.324605837,0.64729511,CorrineBrown,CorrineBrown,CorrineBrown,CorrineBrown,CorrineBrown,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.338866674,0.149196535,0.084716668,0.112955558,0.169433337,0.630361741,0.843124459,0.905691276,0.876787247,0.815180871,0,102468,JRGaillot,204331,TedYoho,0,0
8337,2014-FL-03,148691,228809,2014,Florida,TedYoho,republican,FALSE,FL-03,0.64984769,73910,148691,0.323020511,0.64984769,TedYoho,CorrineBrown,CorrineBrown,CorrineBrown,CorrineBrown,1,0,0,0,0,republican,1,1,1,1,1,1,1,1,1,0,4,3,2,1,0.64729511,0.197232357,0.246540446,0.328720595,0.493080892,0.324605837,0.789474188,0.738741894,0.651655859,0.477483789,0,73910,MarihelenWheeler,148691,TedYoho,0,1
8772,2016-FL-03,193843,342700,2016,Florida,TedYoho,republican,FALSE,FL-03,0.565634666,136338,193843,0.397834841,0.565634666,TedYoho,TedYoho,CorrineBrown,CorrineBrown,CorrineBrown,1,1,0,0,0,republican,2,2,2,2,1,2,2,2,2,0,3,2,1,0,0.64984769,0.327201895,0.409002368,0.545336491,0.6485714,0.323020511,0.655597618,0.569497022,0.42599603,0.323813174,0,136338,KennethKenMcGurn,193843,TedYoho,0,1
9207,2018-FL-03,176616,306496,2018,Florida,TedYoho,republican,FALSE,FL-03,0.576242431,129880,176616,0.423757569,0.576242431,TedYoho,TedYoho,TedYoho,CorrineBrown,CorrineBrown,1,1,1,0,0,republican,3,3,3,2,1,3,3,3,2,0,2,1,0,0,0.565634666,0.440328828,0.550411035,0.620925822,0.607741178,0.397834841,0.535164586,0.418955732,0.348487063,0.360427676,0,129880,YvonneHayesHinson,176616,TedYoho,0,1
7903,2012-FL-04,239988,315470,2012,Florida,AnderCrenshaw,republican,FALSE,FL-04,0.760731607,0,239988,0,0.760731607,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.772111157,0.822764489,0.779196898,0.707111445,0.712329011,0,0.130139638,0.162674547,0.216899396,0.173726568,0,,None,239988,AnderCrenshaw,0,1
8338,2014-FL-04,177887,227253,2014,Florida,AnderCrenshaw,republican,FALSE,FL-04,0.782770745,0,177887,0,0.782770745,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.760731607,0.77550384,0.720516486,0.728463209,0.766421382,0,0.130139638,0.162674547,0.115817712,1.11E-15,0,,None,177887,AnderCrenshaw,0,1
8773,2016-FL-04,287509,409662,2016,Florida,JohnRutherford,republican,FALSE,FL-04,0.701820037,113088,287509,0.276051965,0.701820037,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.782770745,0.732967338,0.742040093,0.77187117,0.771751176,0,0.130139638,0.086863284,0,1.11E-15,0,113088,DavidEBruderly,287509,JohnRutherford,0,0
9208,2018-FL-04,248420,381249,2018,Florida,JohnRutherford,republican,FALSE,FL-04,0.651595152,123351,248420,0.323544455,0.651595152,JohnRutherford,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,AnderCrenshaw,1,0,0,0,0,republican,1,1,1,1,1,5,4,3,2,0,0,0,0,0,0.701820037,0.733996082,0.754358386,0.748440796,0.742295391,0.276051965,0.12470102,0.069012991,0.092017322,0.138025983,0,123351,GeorgeGesSelmont,248420,JohnRutherford,0,1
7904,2012-FL-05,190472,269153,2012,Florida,CorrineBrown,democrat,FALSE,FL-05,0.707671845,190472,70700,0.707671845,0.262675876,RichardBRichNugent,GinnyBrownWaite,GinnyBrownWaite,GinnyBrownWaite,GinnyBrownWaite,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.67430806,0.604543644,0.635919158,0.628118171,0.642927128,0.32569194,0.383725097,0.364058207,0.371881829,0.357072872,1,190472,CorrineBrown,70700,LeAnneKolb,0,0
8339,2014-FL-05,112340,171577,2014,Florida,CorrineBrown,democrat,FALSE,FL-05,0.654749762,112340,59237,0.654749762,0.345250238,CorrineBrown,RichardBRichNugent,GinnyBrownWaite,GinnyBrownWaite,GinnyBrownWaite,1,0,0,0,0,democrat,1,1,1,1,0,4,3,2,1,1,1,1,1,1,0.262675876,0.561270502,0.536757597,0.516176711,0.468491968,0.707671845,0.432780935,0.455829333,0.473939196,0.516681893,1,112340,CorrineBrown,59237,GloSmith,1,0
8774,2016-FL-05,194549,302874,2016,Florida,AlLawson,democrat,FALSE,FL-05,0.642343021,194549,108325,0.642343021,0.357656979,CorrineBrown,CorrineBrown,RichardBRichNugent,GinnyBrownWaite,GinnyBrownWaite,0,0,0,0,0,democrat,0,0,0,0,0,3,2,1,0,1,2,2,2,2,0.345250238,0.498456126,0.473445092,0.427411391,0.303963057,0.654749762,0.495613419,0.519141838,0.562704516,0.681210804,1,194549,AlLawson,108325,GloSmith,0,0
9209,2018-FL-05,180527,270326,2018,Florida,AlLawson,democrat,FALSE,FL-05,0.667812197,180527,89799,0.667812197,0.332187803,AlLawson,CorrineBrown,CorrineBrown,RichardBRichNugent,GinnyBrownWaite,1,0,0,0,0,democrat,1,1,1,1,0,2,1,0,0,1,3,3,3,2,0.357656979,0.45028747,0.409972788,0.321861031,0.351453609,0.642343021,0.543782074,0.582614142,0.668254876,0.648546392,1,180527,AlLawson,89799,VirginiaFuller,1,0
7905,2012-FL-06,195962,342451,2012,Florida,RonDesantis,republican,FALSE,FL-06,0.572233692,146489,195962,0.427766308,0.572233692,CliffStearns,CliffStearns,CliffStearns,CliffStearns,CliffStearns,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.714591941,0.643961463,0.641563621,0.640751832,0.661733546,0,0.298934964,0.287056913,0.264112148,0.195562425,0,146489,HeatherBeaven,195962,RonDesantis,0,0
8340,2014-FL-06,166254,265817,2014,Florida,RonDeSantis,republican,FALSE,FL-06,0.625445325,99563,166254,0.374554675,0.625445325,RonDesantis,CliffStearns,CliffStearns,CliffStearns,CliffStearns,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.572233692,0.627697635,0.623622297,0.631900261,0.643412817,0.427766308,0.315198792,0.305025688,0.272963719,0.213883154,0,99563,DavidCox,166254,RonDeSantis,0,0
8775,2016-FL-06,213519,364570,2016,Florida,RonDeSantis,republican,FALSE,FL-06,0.585673533,151051,213519,0.414326467,0.585673533,RonDeSantis,RonDesantis,CliffStearns,CliffStearns,CliffStearns,1,0,0,0,0,republican,1,1,1,1,1,5,4,3,2,0,0,0,0,0,0.625445325,0.623986903,0.630286527,0.637423653,0.598839509,0.374554675,0.318931485,0.298361458,0.267440328,0.401160492,0,151051,WilliamBillMcCullough,213519,RonDeSantis,0,1
9210,2018-FL-06,187891,333649,2018,Florida,MichaelWaltz,republican,FALSE,FL-06,0.563139707,145758,187891,0.436860293,0.563139707,RonDeSantis,RonDeSantis,RonDesantis,CliffStearns,CliffStearns,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.585673533,0.621363928,0.624486123,0.59445085,0.605559429,0.414326467,0.32155446,0.304161862,0.40554915,0.394440571,0,145758,NancySoderberg,187891,MichaelWaltz,0,0
7906,2012-FL-07,185518,316010,2012,Florida,JohnLMica,republican,FALSE,FL-07,0.587063701,130479,185518,0.412895162,0.587063701,JohnLMica,JohnLMica,JohnLMica,JohnLMica,JohnLMica,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.690311007,0.70738852,0.735291431,0.647055242,0.655172308,0.309688993,0.29261148,0.264708569,0.352944758,0.344827692,0,130479,JasonHKendall,185518,JohnLMica,0,1
8341,2014-FL-07,144474,227164,2014,Florida,JohnLMica,republican,FALSE,FL-07,0.635989858,73011,144474,0.321402159,0.635989858,JohnLMica,JohnLMica,JohnLMica,JohnLMica,JohnLMica,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.587063701,0.705645885,0.632057356,0.632469439,0.638687354,0.412895162,0.294345887,0.367932359,0.367516849,0.361292078,0,73011,WesNeuman,144474,JohnLMica,0,1
8776,2016-FL-07,182039,353655,2016,Florida,StephanieMurphy,democrat,FALSE,FL-07,0.514736113,182039,171583,0.514736113,0.485170576,JohnLMica,JohnLMica,JohnLMica,JohnLMica,JohnLMica,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.635989858,0.632843857,0.633349544,0.637788189,0.61152678,0.321402159,0.358626319,0.355988176,0.347995438,0.367148661,1,182039,StephanieMurphy,171583,JohnLMica,0,1
9211,2018-FL-07,183113,317398,2018,Florida,StephanieMurphy,democrat,FALSE,FL-07,0.576919199,183113,134285,0.576919199,0.423080801,StephanieMurphy,JohnLMica,JohnLMica,JohnLMica,JohnLMica,1,0,0,0,0,democrat,1,1,1,1,0,4,3,2,1,1,1,1,1,1,0.485170576,0.60371375,0.599633785,0.569408045,0.560580217,0.514736113,0.387737764,0.389680607,0.416344478,0.418069136,1,183113,StephanieMurphy,134285,MikeMiller,1,0
7907,2012-FL-08,205432,348909,2012,Florida,BillPosey,republican,FALSE,FL-08,0.588783895,130870,205432,0.375083474,0.588783895,DanielWebster,AlanGrayson,RicKeller,RicKeller,RicKeller,0,0,0,0,0,republican,0,0,0,0,1,4,3,2,1,0,1,1,1,1,0.561132199,0.565106005,0.543540199,0.522978487,0.520513263,0.38215343,0.420602838,0.438595854,0.453202918,0.451129552,0,130870,ShannonRoberts,205432,BillPosey,0,0
8342,2014-FL-08,180728,274513,2014,Florida,BillPosey,republican,FALSE,FL-08,0.658358621,93724,180728,0.341419168,0.658358621,BillPosey,DanielWebster,AlanGrayson,RicKeller,RicKeller,1,0,0,0,0,republican,1,1,1,1,1,4,3,2,2,0,1,1,1,0,0.588783895,0.552588938,0.539429839,0.54327014,0.574958047,0.375083474,0.425893378,0.433673057,0.425780859,0.378618452,0,93724,GabrielRothblatt,180728,BillPosey,0,1
8777,2016-FL-08,246483,390561,2016,Florida,BillPosey,republican,FALSE,FL-08,0.631099879,127127,246483,0.32549845,0.631099879,BillPosey,BillPosey,DanielWebster,AlanGrayson,RicKeller,1,1,0,0,0,republican,2,2,2,2,1,4,3,3,2,0,1,1,0,0,0.658358621,0.563215595,0.57204226,0.602758238,0.623571258,0.341419168,0.415222279,0.404690436,0.366218691,0.358251321,0,127127,CorryWestbrook,246483,BillPosey,0,1
9212,2018-FL-08,218112,360527,2018,Florida,BillPosey,republican,FALSE,FL-08,0.604981042,142415,218112,0.395018958,0.604981042,BillPosey,BillPosey,BillPosey,DanielWebster,AlanGrayson,1,1,1,0,0,republican,3,3,3,2,1,4,4,3,2,0,1,0,0,0,0.631099879,0.583853784,0.609843648,0.626080798,0.64472925,0.32549845,0.388852039,0.35603863,0.347333697,0.333458809,0,142415,SanjayPatel,218112,BillPosey,0,1
7908,2012-FL-09,164891,263747,2012,Florida,AlanGrayson,democrat,FALSE,FL-09,0.625186258,164891,98856,0.625186258,0.374813742,MichaelBilirakis,MichaelBilirakis,MichaelBilirakis,MichaelBilirakis,MichaelBilirakis,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.714332595,0.721786805,0.723580254,0.631725271,0.668022609,0.285667405,0.274887844,0.272279934,0.363039912,0.324168345,1,164891,AlanGrayson,98856,ToddLong,0,0
8343,2014-FL-09,93850,173878,2014,Florida,AlanGrayson,democrat,FALSE,FL-09,0.539746259,93850,74963,0.539746259,0.431124122,AlanGrayson,MichaelBilirakis,MichaelBilirakis,MichaelBilirakis,MichaelBilirakis,1,0,0,0,0,democrat,1,1,1,1,0,4,3,2,1,1,1,1,1,1,0.374813742,0.653826952,0.567497389,0.57028632,0.544573169,0.625186258,0.342861199,0.428576498,0.424507649,0.455426832,1,93850,AlanGrayson,74963,CarolPlatt,1,0
8778,2016-FL-09,195311,339761,2016,Florida,DarrenSoto,democrat,FALSE,FL-09,0.574848202,195311,144450,0.574848202,0.425151798,AlanGrayson,AlanGrayson,MichaelBilirakis,MichaelBilirakis,MichaelBilirakis,0,0,0,0,0,democrat,0,0,0,0,0,3,2,1,0,1,2,2,2,2,0.431124122,0.540222736,0.53549577,0.50675682,0.402968932,0.539746259,0.45081045,0.453317302,0.483533307,0.582466259,1,195311,DarrenSoto,144450,WayneLiebnitzky,0,0
9213,2018-FL-09,172172,296737,2018,Florida,DarrenSoto,democrat,FALSE,FL-09,0.580217499,172172,124565,0.580217499,0.419782501,DarrenSoto,AlanGrayson,AlanGrayson,MichaelBilirakis,MichaelBilirakis,1,0,0,0,0,democrat,1,1,1,1,0,2,1,0,0,1,3,3,3,2,0.425151798,0.513426976,0.486355564,0.410363221,0.42813796,0.574848202,0.477623482,0.506362031,0.579926906,0.557297231,1,172172,DarrenSoto,124565,WayneLiebnitzky,1,0
7909,2012-FL-10,164649,318269,2012,Florida,DanielWebster,republican,FALSE,FL-10,0.517326538,153574,164649,0.48252893,0.517326538,CWBillYoung,CWBillYoung,CWBillYoung,CWBillYoung,CWBillYoung,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.659206904,0.723711781,0.654639727,0.641759571,0.633004621,0.340793096,0.276275223,0.345344029,0.35821877,0.36698044,0,153574,ValBDemings,164649,DanielWebster,0,0
8344,2014-FL-10,143128,232574,2014,Florida,DanielWebster,republican,FALSE,FL-10,0.615408429,89426,143128,0.384505577,0.615408429,DanielWebster,CWBillYoung,CWBillYoung,CWBillYoung,CWBillYoung,1,0,0,0,0,republican,1,1,1,1,1,5,4,3,2,0,0,0,0,0,0.517326538,0.627177089,0.610651313,0.59444526,0.588266721,0.48252893,0.372781009,0.38929631,0.405496603,0.411661013,0,89426,MichaelMcKenna,143128,DanielWebster,0,1
8779,2016-FL-10,198491,305989,2016,Florida,ValDemings,democrat,FALSE,FL-10,0.648686717,198491,107498,0.648686717,0.351313283,DanielWebster,DanielWebster,CWBillYoung,CWBillYoung,CWBillYoung,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.615408429,0.611602736,0.599686052,0.597313957,0.566367484,0.384505577,0.388338163,0.400248847,0.402609201,0.433517254,1,198491,ValDemings,107498,ThuyLowe,0,0
9214,2018-FL-10,1,1,2018,Florida,ValDemings,democrat,FALSE,FL-10,1,1,0,1,0,ValDemings,DanielWebster,DanielWebster,CWBillYoung,CWBillYoung,1,0,0,0,0,democrat,1,1,1,1,0,4,3,2,1,1,1,1,1,1,0.351313283,0.550011498,0.535813788,0.49468275,0.483360856,0.648686717,0.449936421,0.46412858,0.505240408,0.516596147,1,1,ValDemings,,None,1,0
