Unnamed: 0,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share,L1_winner,L2_winner,L3_winner,L4_winner,L5_winner,dL1_winner,dL2_winner,dL3_winner,dL4_winner,dL5_winner,incumbent_party,incumbent_L5_races,incumbent_L4_races,incumbent_L3_races,incumbent_L2_races,rep_L1_wins,rep_L5_wins,rep_L4_wins,rep_L3_wins,rep_L2_wins,dem_L1_wins,dem_L5_wins,dem_L4_wins,dem_L3_wins,dem_L2_wins,rep_L1_voteshare,rep_L5_voteshare,rep_L4_voteshare,rep_L3_voteshare,rep_L2_voteshare,dem_L1_voteshare,dem_L5_voteshare,dem_L4_voteshare,dem_L3_voteshare,dem_L2_voteshare,target,top_dem_votes,top_dem_candidate,top_rep_votes,top_rep_candidate,dem_incumbent_in_race,rep_incumbent_in_race,flipped,dmargin_45_55
8854,2016-KY-05,221242,221242,2016,Kentucky,HaroldRogers,republican,False,KY-05,1.0,0,221242,0.0,1.0,HaroldRogers,HaroldRogers,HaroldRogers,HaroldRogers,HaroldRogers,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.782538008,0.782889422,0.794212224,0.778583971,0.780752969,0.217461992,0.185329975,0.166062022,0.221416029,0.219247031,0,,None,221242.0,HaroldRogers,0,1,0,0
9289,2018-KY-05,172093,218017,2018,Kentucky,HaroldRogers,republican,False,KY-05,0.7893558759999999,45890,172093,0.210488173,0.7893558759999999,HaroldRogers,HaroldRogers,HaroldRogers,HaroldRogers,HaroldRogers,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,1.0,0.8353697790000001,0.833937978,0.8538353129999999,0.8912690040000001,0.0,0.132849618,0.166062022,0.146164687,0.108730996,0,45890.0,KennethSStepp,172093.0,HaroldRogers,0,1,0,0
7985,2012-KY-06,153222,303000,2012,Kentucky,AndyBarr,republican,False,KY-06,0.505683168,141438,153222,0.46679207899999997,0.505683168,BenChandler,BenChandler,BenChandler,BenChandler,ErnieFletcher,0,0,0,0,0,democrat,0,0,0,0,0,1,0,0,0,1,4,4,3,2,0.49812936,0.42861978,0.350734461,0.332321641,0.42577549600000003,0.50083813,0.517609763,0.647012204,0.667334189,0.573708249,0,141438.0,BenChandler,153222.0,AndyBarr,1,0,1,1
8420,2014-KY-06,147404,245694,2014,Kentucky,AndyBarr,republican,False,KY-06,0.599949531,98290,147404,0.40005046899999996,0.599949531,AndyBarr,BenChandler,BenChandler,BenChandler,BenChandler,1,0,0,0,0,republican,1,1,1,1,1,1,1,1,1,0,4,3,2,1,0.505683168,0.381724203,0.37566202200000004,0.45241138700000005,0.5019062639999999,0.46679207899999997,0.610968179,0.6171986620000001,0.538069526,0.483815105,0,98290.0,ElizabethJensen,147404.0,AndyBarr,0,1,0,0
8855,2016-KY-06,202099,330827,2016,Kentucky,AndyBarr,republican,False,KY-06,0.610890284,128728,202099,0.389109716,0.610890284,AndyBarr,AndyBarr,BenChandler,BenChandler,BenChandler,1,1,0,0,0,republican,2,2,2,2,1,2,2,2,2,0,3,2,1,0,0.599949531,0.420519524,0.48929592299999997,0.5345873529999999,0.55281635,0.40005046899999996,0.573769023,0.503564762,0.455893559,0.43342127399999997,0,128728.0,NancyJoKemper,202099.0,AndyBarr,0,1,0,0
9290,2018-KY-06,154468,302888,2018,Kentucky,AndyBarr,republican,False,KY-06,0.5099838879999999,144736,156618,0.47785320000000003,0.517082222,AndyBarr,AndyBarr,AndyBarr,BenChandler,BenChandler,1,1,1,0,0,republican,3,3,3,2,1,3,3,3,2,0,2,1,0,0,0.610890284,0.513614795,0.553663086,0.572174328,0.605419908,0.389109716,0.480673752,0.43919759799999997,0.418650755,0.39458009299999997,0,144736.0,AmyMcGrath,154468.0,AndyBarr,0,1,0,1
7986,2012-LA-01,193496,290410,2012,Louisiana,SteveScalise,republican,False,LA-01,0.666285596,61703,218340,0.212468579,0.751833615,SteveScalise,SteveScalise,BobbyJindal,BobbyJindal,DavidVitter,1,1,0,0,0,republican,2,2,2,2,1,5,4,3,2,0,0,0,0,0,0.785219007,0.8226209790000001,0.786522333,0.7781332459999999,0.721018188,0.19191111800000002,0.166208158,0.207760198,0.214243463,0.267546875,0,61703.0,MVVinnyMendoza,193496.0,SteveScalise,0,1,0,0
8421,2014-LA-01,189250,244004,2014,Louisiana,SteveScalise,republican,False,LA-01,0.775602039,46047,197957,0.18871411899999999,0.811285881,SteveScalise,SteveScalise,SteveScalise,BobbyJindal,BobbyJindal,1,1,1,0,0,republican,3,3,3,2,1,5,4,3,2,0,0,0,0,0,0.751833615,0.77958459,0.771558338,0.7312899970000001,0.7685263109999999,0.212468579,0.20870187399999998,0.213799742,0.249187443,0.20218984899999998,0,24761.0,MVVinnyMendoza,189250.0,SteveScalise,0,1,0,0
8856,2016-LA-01,243645,326788,2016,Louisiana,SteveScalise,republican,False,LA-01,0.745575113,70502,253050,0.21574231600000002,0.774355239,SteveScalise,SteveScalise,SteveScalise,SteveScalise,BobbyJindal,1,1,1,1,0,republican,4,4,3,2,1,5,4,3,2,0,0,0,0,0,0.811285881,0.7795038470000001,0.751288968,0.7827795009999999,0.7815597479999999,0.18871411899999999,0.208782617,0.234069112,0.197697939,0.20059134899999997,0,41840.0,LeeAnnDugas,243645.0,SteveScalise,0,1,0,0
9291,2018-LA-01,192555,269325,2018,Louisiana,SteveScalise,republican,False,LA-01,0.7149540520000001,71521,195361,0.265556484,0.7253726909999999,SteveScalise,SteveScalise,SteveScalise,SteveScalise,SteveScalise,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.774355239,0.755902222,0.780673435,0.779158245,0.79282056,0.21574231600000002,0.23040375300000002,0.202209033,0.20564167100000003,0.20222821800000002,0,44273.0,TammyMSavoie,192555.0,SteveScalise,0,1,0,0
7987,2012-LA-02,158501,287354,2012,Louisiana,CedricRichmond,democrat,False,LA-02,0.5515879370000001,230417,56937,0.8018576390000001,0.19814236100000002,CedricRichmond,AnhJosephCao,WilliamJJefferson,WilliamJJefferson,WilliamJJefferson,1,0,0,0,0,democrat,1,1,1,1,0,1,1,1,1,1,4,3,2,1,0.33469646,0.258014471,0.29536482,0.323850831,0.419142435,0.64585198,0.732764454,0.69977229,0.669665316,0.571131786,1,158501.0,CedricRichmond,38801.0,DwayneBailey,1,0,0,0
8422,2014-LA-02,152201,221570,2014,Louisiana,CedricRichmond,democrat,False,LA-02,0.686920612,190006,15237,0.857543891,0.068768335,CedricRichmond,CedricRichmond,AnhJosephCao,WilliamJJefferson,WilliamJJefferson,1,1,0,0,0,democrat,2,2,2,2,0,1,1,1,0,1,4,3,2,2,0.19814236100000002,0.275920328,0.29242371300000003,0.34547574299999995,0.266419411,0.8018576390000001,0.72018936,0.702713397,0.648040403,0.72385481,1,152201.0,CedricRichmond,15237.0,SamuelDavenport,1,0,0,0
8857,2016-LA-02,198289,284269,2016,Louisiana,CedricRichmond,democrat,False,LA-02,0.697540006,284269,0,1.0,0.0,CedricRichmond,CedricRichmond,CedricRichmond,AnhJosephCao,WilliamJJefferson,1,1,1,0,0,democrat,3,3,3,2,0,1,1,0,0,1,4,3,3,2,0.068768335,0.24769263800000002,0.276298891,0.20053571899999997,0.133455348,0.857543891,0.7336794959999999,0.700416275,0.768417837,0.829700765,1,198289.0,CedricRichmond,,None,1,0,0,0
9292,2018-LA-02,190182,235982,2018,Louisiana,CedricRichmond,democrat,False,LA-02,0.8059174,190182,0,0.8059174,0.0,CedricRichmond,CedricRichmond,CedricRichmond,CedricRichmond,AnhJosephCao,1,1,1,1,0,democrat,4,4,3,2,0,1,0,0,0,1,4,4,3,2,0.0,0.221039113,0.150401789,0.088970232,0.034384168,1.0,0.76033302,0.8263133779999999,0.886467177,0.9287719459999999,1,190182.0,CedricRichmond,,None,1,0,0,0
7988,2012-LA-03,139123,311393,2012,Louisiana,CharlesWBoustanyJr,republican,False,LA-03,0.44677626,67070,244323,0.215386987,0.784613013,JeffLandry,CharlieMelancon,CharlieMelancon,CharlieMelancon,WJBillyTauzin,0,0,0,0,0,republican,0,0,0,0,1,2,1,1,1,0,3,3,2,1,0.637669201,0.48419940100000003,0.38853835200000003,0.352211602,0.318834601,0.362330799,0.489169319,0.611461648,0.647788398,0.6811654,0,67070.0,RonRichard,139123.0,CharlesWBoustanyJr,0,0,0,0
8423,2014-LA-03,185867,236268,2014,Louisiana,CharlesWBoustanyJr,republican,False,LA-03,0.786678687,0,207926,0.0,0.8800430020000001,CharlesWBoustanyJr,JeffLandry,CharlieMelancon,CharlieMelancon,CharlieMelancon,1,0,0,0,0,republican,1,1,1,1,1,2,2,2,2,0,3,2,1,0,0.784613013,0.467753284,0.460311955,0.474094071,0.711141107,0.215386987,0.5322467160000001,0.539688045,0.525905929,0.288858893,0,,None,185867.0,CharlesWBoustanyJr,0,1,0,0
8858,2016-LA-03,77671,282443,2016,Louisiana,ClayHiggins,republican,False,LA-03,0.274997079,56215,223558,0.199031309,0.791515456,CharlesWBoustanyJr,CharlesWBoustanyJr,JeffLandry,CharlieMelancon,CharlieMelancon,0,0,0,0,0,republican,0,0,0,0,1,3,3,3,2,0,2,1,0,0,0.8800430020000001,0.5442581639999999,0.575581304,0.767441739,0.832328008,0.0,0.431750436,0.39442944700000004,0.192572595,0.107693494,0,28385.0,JacobDorianPhibianHebert,77671.0,ClayHiggins,0,0,0,0
9293,2018-LA-03,136876,245943,2018,Louisiana,ClayHiggins,republican,False,LA-03,0.5565354570000001,74713,171230,0.30378177100000003,0.6962182290000001,ClayHiggins,CharlesWBoustanyJr,CharlesWBoustanyJr,JeffLandry,CharlieMelancon,1,0,0,0,0,republican,1,1,1,1,1,4,4,3,2,0,1,0,0,0,0.791515456,0.618768134,0.773460168,0.8187238240000001,0.835779229,0.199031309,0.355349819,0.194187274,0.13813943199999998,0.099515655,0,43729.0,MildredMimiMethvin,136876.0,ClayHiggins,0,1,0,0
7989,2012-LA-04,187894,249531,2012,Louisiana,JohnFleming,republican,False,LA-04,0.752988607,0,249531,0.0,1.0,JohnFleming,JohnFleming,JimMcCrery,JimMcCrery,JimMcCrery,1,1,0,0,0,republican,2,2,2,2,1,5,4,3,2,0,0,0,0,0,0.623381163,0.7036554359999999,0.700534296,0.600712395,0.552049438,0.323524533,0.273378874,0.27560577399999997,0.367474365,0.40023070200000005,0,,None,187894.0,JohnFleming,0,1,0,0
8424,2014-LA-04,152683,207919,2014,Louisiana,JohnFleming,republican,False,LA-04,0.734338853,0,207919,0.0,1.0,JohnFleming,JohnFleming,JohnFleming,JimMcCrery,JimMcCrery,1,1,1,0,0,republican,3,3,3,2,1,5,4,3,2,0,0,0,0,0,1.0,0.760427437,0.700534296,0.701366292,0.811690582,0.0,0.220484619,0.27560577399999997,0.26682046800000003,0.161762267,0,,None,152683.0,JohnFleming,0,1,0,0
8859,2016-LA-04,87370,268761,2016,Louisiana,MikeJohnson,republican,False,LA-04,0.325084369,46579,216540,0.17331011600000001,0.805697255,JohnFleming,JohnFleming,JohnFleming,JohnFleming,JimMcCrery,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,1.0,0.760427437,0.776024719,0.8744603879999999,1.0,0.0,0.220484619,0.20011535100000002,0.107841511,1.42e-15,0,46579.0,MarshallJones,87370.0,MikeJohnson,0,0,0,0
9294,2018-LA-04,139326,216872,2018,Louisiana,MikeJohnson,republican,False,LA-04,0.6424342470000001,72934,139326,0.336299753,0.6424342470000001,MikeJohnson,JohnFleming,JohnFleming,JohnFleming,JohnFleming,1,0,0,0,0,republican,1,1,1,1,1,5,4,3,2,0,0,0,0,0,0.805697255,0.7819592259999999,0.8572696040000001,0.935232418,0.902848628,0.17331011600000001,0.194754304,0.124208662,0.057770039,0.08665505800000001,0,72934.0,RyanTrundle,139326.0,MikeJohnson,0,1,0,0
7990,2012-LA-05,202536,260216,2012,Louisiana,RodneyAlexander,republican,False,LA-05,0.778337996,0,222730,0.0,0.855942755,RodneyAlexander,RodneyAlexander,RodneyAlexander,RodneyAlexander,RodneyAlexander,1,1,1,1,1,republican,5,4,3,2,1,4,4,3,2,0,1,0,0,0,0.785728083,0.784142445,0.809638895,0.8282257690000001,0.892864042,0.0,0.169560245,0.13403963900000002,0.096678943,1.3300000000000001e-15,0,,None,202536.0,RodneyAlexander,0,1,0,0
8425,2014-LA-05,134616,326073,2014,Louisiana,RalphLeeAbraham,republican,False,LA-05,0.41284007,76661,249412,0.235103796,0.764896204,RodneyAlexander,RodneyAlexander,RodneyAlexander,RodneyAlexander,RodneyAlexander,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.855942755,0.818899667,0.835155015,0.8805569459999999,0.820835419,0.0,0.107231711,0.07250920799999999,0.0,1.3300000000000001e-15,0,75006.0,JamieMayo,134616.0,RalphLeeAbraham,0,0,0,0
8860,2016-LA-05,208545,255662,2016,Louisiana,RalphLeeAbraham,republican,False,LA-05,0.815705893,0,255662,0.0,1.0,RalphLeeAbraham,RodneyAlexander,RodneyAlexander,RodneyAlexander,RodneyAlexander,1,0,0,0,0,republican,1,1,1,1,1,5,4,3,2,0,0,0,0,0,0.764896204,0.821103253,0.85164176,0.8021890140000001,0.81041948,0.235103796,0.105028125,0.058775949,0.078367932,0.117551898,0,,None,208545.0,RalphLeeAbraham,0,1,0,0
9295,2018-LA-05,149018,223946,2018,Louisiana,RalphLeeAbraham,republican,False,LA-05,0.6654193420000001,67118,152029,0.29970617899999996,0.678864548,RalphLeeAbraham,RalphLeeAbraham,RodneyAlexander,RodneyAlexander,RodneyAlexander,1,1,0,0,0,republican,2,2,2,2,1,5,4,3,2,0,0,0,0,0,1.0,0.881313408,0.85164176,0.8736129859999999,0.882448102,0.0,0.047020759,0.058775949,0.078367932,0.117551898,0,67118.0,JesseeCarltonFleenor,149018.0,RalphLeeAbraham,0,1,0,0
7991,2012-LA-06,243553,306713,2012,Louisiana,BillCassidy,republican,False,LA-06,0.7940745909999999,0,275738,0.0,0.8990098240000001,BillCassidy,BillCassidy,RichardHughBaker,RichardHughBaker,RichardHughBaker,1,1,0,0,0,republican,2,2,2,2,1,5,4,3,2,0,0,0,0,0,0.6563328660000001,0.74001843,0.714916076,0.712508203,0.568762305,0.343667134,0.20489419,0.256117737,0.248870215,0.37330532299999997,0,,None,243553.0,BillCassidy,0,1,0,0
8426,2014-LA-06,139209,332888,2014,Louisiana,GarretGraves,republican,False,LA-06,0.418185696,95127,237761,0.28576277899999997,0.714237221,BillCassidy,BillCassidy,BillCassidy,RichardHughBaker,RichardHughBaker,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.8990098240000001,0.751734826,0.759133608,0.6788448109999999,0.777671345,0.0,0.20489419,0.18665266100000003,0.248870215,0.171833567,0,83781.0,EdwinEdwards,139209.0,GarretGraves,0,0,0,0
8861,2016-LA-06,207483,331098,2016,Louisiana,GarretGraves,republican,False,LA-06,0.626651324,79202,248678,0.23921014300000001,0.75107068,GarretGraves,BillCassidy,BillCassidy,BillCassidy,RichardHughBaker,1,0,0,0,0,republican,1,1,1,1,1,5,4,3,2,0,0,0,0,0,0.714237221,0.750154331,0.6876929140000001,0.756526637,0.806623523,0.28576277899999997,0.206474685,0.258093356,0.209809971,0.14288139,0,49380.0,RichardLieberman,207483.0,GarretGraves,0,1,0,0
9296,2018-LA-06,186553,268525,2018,Louisiana,GarretGraves,republican,False,LA-06,0.694732334,76716,186553,0.285694069,0.694732334,GarretGraves,GarretGraves,BillCassidy,BillCassidy,BillCassidy,1,1,0,0,0,republican,2,2,2,2,1,5,4,3,2,0,0,0,0,0,0.75107068,0.700368467,0.755162648,0.788105908,0.732653951,0.23921014300000001,0.254316713,0.21716001399999998,0.174990974,0.262486461,0,55089.0,JustinDewitt,186553.0,GarretGraves,0,1,0,0
7992,2012-MA-01,261936,336555,2012,Massachusetts,RichardENeal,democrat,False,MA-01,0.778285867,261936,0,0.778285867,0.0,JohnWOlver,JohnWOlver,JohnWOlver,JohnWOlver,JohnWOlver,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.34878423700000005,0.18373514100000002,0.15184609400000001,0.20246145899999998,0.303692189,0.599965317,0.688422723,0.698145502,0.67176087,0.648309785,1,261936.0,RichardENeal,,None,0,0,0,0
8427,2014-MA-01,167612,227075,2014,Massachusetts,RichardENeal,democrat,False,MA-01,0.7381349770000001,167612,0,0.7381349770000001,0.0,RichardENeal,JohnWOlver,JohnWOlver,JohnWOlver,JohnWOlver,1,0,0,0,0,democrat,1,1,1,1,0,0,0,0,0,1,5,4,3,2,0.0,0.121476876,0.15184609400000001,0.20246145899999998,0.17439211899999998,0.778285867,0.714173575,0.69839212,0.691635146,0.689125592,1,167612.0,RichardENeal,,None,1,0,0,0
8862,2016-MA-01,235803,349676,2016,Massachusetts,RichardENeal,democrat,False,MA-01,0.67434711,235803,27511,0.67434711,0.078675688,RichardENeal,RichardENeal,JohnWOlver,JohnWOlver,JohnWOlver,1,1,0,0,0,democrat,2,2,2,2,0,0,0,0,0,1,5,4,3,2,0.0,0.121476876,0.15184609400000001,0.116261412,2.64e-15,0.7381349770000001,0.706340691,0.703260104,0.7054620540000001,0.758210422,1,235803.0,RichardENeal,27511.0,ThomasTSimmons,1,0,0,0
9297,2018-MA-01,211790,216900,2018,Massachusetts,RichardENeal,democrat,False,MA-01,0.9764407559999999,211790,0,0.9764407559999999,0.0,RichardENeal,RichardENeal,RichardENeal,JohnWOlver,JohnWOlver,1,1,1,0,0,democrat,3,3,3,2,0,0,0,0,0,1,5,4,3,2,0.078675688,0.137212013,0.106864981,0.026225229,0.039337844,0.67434711,0.697477505,0.6976833179999999,0.730255985,0.7062410440000001,1,211790.0,RichardENeal,,None,1,0,0,0
7993,2012-MA-02,259257,342736,2012,Massachusetts,JamesPMcGovern,democrat,False,MA-02,0.756433523,259257,0,0.756433523,0.0,RichardENeal,RichardENeal,RichardENeal,RichardENeal,RichardENeal,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.42596346,0.08519269199999999,0.106490865,0.14198782,0.21298173,0.573270628,0.71927328,0.71517257,0.701503765,0.6685677179999999,1,259257.0,JamesPMcGovern,,None,0,0,0,0
8428,2014-MA-02,169640,235813,2014,Massachusetts,JamesPMcGovern,democrat,False,MA-02,0.719383579,169640,0,0.719383579,0.0,JamesPMcGovern,RichardENeal,RichardENeal,RichardENeal,RichardENeal,1,0,0,0,0,democrat,1,1,1,1,0,0,0,0,0,1,5,4,3,2,0.0,0.08519269199999999,0.106490865,0.14198782,0.21298173,0.756433523,0.72342476,0.715236205,0.6978563190000001,0.6648520760000001,1,169640.0,JamesPMcGovern,,None,1,0,0,0
8863,2016-MA-02,275487,363197,2016,Massachusetts,JamesPMcGovern,democrat,False,MA-02,0.758505715,275487,0,0.758505715,0.0,JamesPMcGovern,JamesPMcGovern,RichardENeal,RichardENeal,RichardENeal,1,1,0,0,0,democrat,2,2,2,2,0,0,0,0,0,1,5,4,3,2,0.0,0.08519269199999999,0.106490865,0.14198782,2.69e-15,0.719383579,0.7160656790000001,0.703238134,0.683029243,0.737908551,1,275487.0,JamesPMcGovern,,None,1,0,0,0
9298,2018-MA-02,191332,284893,2018,Massachusetts,JamesPMcGovern,democrat,False,MA-02,0.671592493,191332,93391,0.671592493,0.327810792,JamesPMcGovern,JamesPMcGovern,JamesPMcGovern,RichardENeal,RichardENeal,1,1,1,0,0,democrat,3,3,3,2,0,0,0,0,0,1,5,4,3,2,0.0,0.08519269199999999,0.106490865,0.0,2.69e-15,0.758505715,0.71429165,0.7018983609999999,0.744774272,0.7389446470000001,1,191332.0,JamesPMcGovern,93391.0,TracyLynLovvorn,1,0,0,0
7994,2012-MA-03,212119,335111,2012,Massachusetts,NikiTsongas,democrat,False,MA-03,0.632981311,212119,109372,0.632981311,0.32637544,JamesPMcGovern,JamesPMcGovern,JamesPMcGovern,JamesPMcGovern,JamesPMcGovern,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.391641209,0.134410844,0.168013555,0.13054707,0.195820605,0.564558872,0.6992165220000001,0.690678605,0.697083494,0.657498268,1,212119.0,NikiTsongas,109372.0,JonathanAGolnik,0,0,0,0
8429,2014-MA-03,139104,230789,2014,Massachusetts,NikiTsongas,democrat,False,MA-03,0.602732366,139104,81638,0.602732366,0.353734363,NikiTsongas,JamesPMcGovern,JamesPMcGovern,JamesPMcGovern,JamesPMcGovern,1,0,0,0,0,democrat,1,1,1,1,0,0,0,0,0,1,5,4,3,2,0.32637544,0.19968593199999998,0.179504162,0.239338883,0.359008325,0.632981311,0.6791391459999999,0.681057948,0.649325949,0.598770092,1,139104.0,NikiTsongas,81638.0,RoseannLEhrhardWofford,1,0,0,0
8864,2016-MA-03,236713,360124,2016,Massachusetts,NikiTsongas,democrat,False,MA-03,0.657309704,236713,107519,0.657309704,0.298561051,NikiTsongas,NikiTsongas,JamesPMcGovern,JamesPMcGovern,JamesPMcGovern,1,1,0,0,0,democrat,2,2,2,2,0,0,0,0,0,1,5,4,3,2,0.353734363,0.214350202,0.267937753,0.35725033700000003,0.34005490200000005,0.602732366,0.665392832,0.637677553,0.60009085,0.617856839,1,236713.0,NikiTsongas,107519.0,AnnWofford,1,0,0,0
9299,2018-MA-03,173175,279327,2018,Massachusetts,LoriLoureiroTrahan,democrat,False,MA-03,0.6199722910000001,173175,93445,0.6199722910000001,0.334536225,NikiTsongas,NikiTsongas,NikiTsongas,JamesPMcGovern,JamesPMcGovern,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.298561051,0.274062413,0.34257801600000004,0.326223618,0.326147707,0.657309704,0.641603983,0.614395563,0.631007794,0.630021035,1,173175.0,LoriLoureiroTrahan,93445.0,RickGreen,0,0,0,0
7995,2012-MA-04,221303,373114,2012,Massachusetts,JosephPKennedyIII,democrat,False,MA-04,0.593124353,221303,129936,0.593124353,0.348247453,BarneyFrank,BarneyFrank,BarneyFrank,BarneyFrank,BarneyFrank,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.433598005,0.134589644,0.168237054,0.224316073,0.33647410899999997,0.538998065,0.6884626079999999,0.672831605,0.653310236,0.5910228470000001,1,221303.0,JosephPKennedyIII,129936.0,SeanBielat,0,0,0,0
8430,2014-MA-04,184158,255297,2014,Massachusetts,JosephPKennedyIII,democrat,False,MA-04,0.721348077,184158,0,0.721348077,0.0,JosephPKennedyIII,BarneyFrank,BarneyFrank,BarneyFrank,BarneyFrank,1,0,0,0,0,democrat,1,1,1,1,0,0,0,0,0,1,5,4,3,2,0.348247453,0.204239134,0.255298918,0.34039855700000005,0.39092272899999997,0.593124353,0.656890154,0.638263765,0.591723349,0.566061209,1,184158.0,JosephPKennedyIII,,None,1,0,0,0
8865,2016-MA-04,265823,395304,2016,Massachusetts,JosephPKennedyIII,democrat,False,MA-04,0.672452088,265823,113055,0.672452088,0.285995082,JosephPKennedyIII,JosephPKennedyIII,BarneyFrank,BarneyFrank,BarneyFrank,1,1,0,0,0,democrat,2,2,2,2,0,0,0,0,0,1,5,4,3,2,0.0,0.204239134,0.255298918,0.260615153,0.174123727,0.721348077,0.654880628,0.624129531,0.6178234979999999,0.657236215,1,265823.0,JosephPKennedyIII,113055.0,DavidARosa,1,0,0,0
9300,2018-MA-04,245289,251016,2018,Massachusetts,JosephPKennedyIII,democrat,False,MA-04,0.977184721,245289,0,0.977184721,0.0,JosephPKennedyIII,JosephPKennedyIII,JosephPKennedyIII,BarneyFrank,BarneyFrank,1,1,1,0,0,democrat,3,3,3,2,0,0,0,0,0,1,5,4,3,2,0.285995082,0.261438151,0.266960135,0.211414178,0.142997541,0.672452088,0.633794042,0.631480646,0.662308173,0.696900083,1,245289.0,JosephPKennedyIII,,None,1,0,0,0
7996,2012-MA-05,257490,364201,2012,Massachusetts,EdwardJMarkey,democrat,False,MA-05,0.706999706,257490,82944,0.706999706,0.227742373,NikiTsongas,NikiTsongas,MartinTMeehan,MartinTMeehan,MartinTMeehan,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.422472091,0.22320240600000002,0.184309471,0.14082403,0.211236046,0.548402216,0.648598871,0.6675833999999999,0.676476295,0.647794431,1,257490.0,EdwardJMarkey,82944.0,TomTierney,0,0,0,0
8431,2014-MA-05,182100,256486,2014,Massachusetts,KatherineMClark,democrat,False,MA-05,0.709980272,182100,0,0.709980272,0.0,EdwardJMarkey,NikiTsongas,NikiTsongas,MartinTMeehan,MartinTMeehan,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.227742373,0.192996052,0.16255361599999998,0.216738155,0.32510723199999997,0.706999706,0.675466661,0.6841071479999999,0.667529522,0.6277009610000001,1,182100.0,KatherineMClark,,None,0,0,0,0
8866,2016-MA-05,285606,385455,2016,Massachusetts,KatherineMClark,democrat,False,MA-05,0.740958088,285606,0,0.740958088,0.0,KatherineMClark,EdwardJMarkey,NikiTsongas,NikiTsongas,MartinTMeehan,1,0,0,0,0,democrat,1,1,1,1,0,0,0,0,0,1,5,4,3,2,0.0,0.13004289300000002,0.16255361599999998,0.216738155,0.113871187,0.709980272,0.6892817729999999,0.67814221,0.655127398,0.708489989,1,285606.0,KatherineMClark,,None,1,0,0,0
9301,2018-MA-05,236243,311324,2018,Massachusetts,KatherineMClark,democrat,False,MA-05,0.7588332409999999,236243,74856,0.7588332409999999,0.240444039,KatherineMClark,KatherineMClark,EdwardJMarkey,NikiTsongas,NikiTsongas,1,1,0,0,0,democrat,2,2,2,2,0,0,0,0,0,1,5,4,3,2,0.0,0.13004289300000002,0.16255361599999998,0.075914124,2.58e-15,0.740958088,0.690705385,0.676585071,0.719312689,0.72546918,1,236243.0,KatherineMClark,74856.0,JohnHugo,1,0,0,0
7997,2012-MA-06,180942,389852,2012,Massachusetts,JohnFTierney,democrat,False,MA-06,0.46412997799999994,180942,193351,0.46412997799999994,0.495960005,JohnFTierney,JohnFTierney,JohnFTierney,JohnFTierney,JohnFTierney,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.42986128,0.31623939,0.320692824,0.332691716,0.354936486,0.5684699360000001,0.641501333,0.640823622,0.633279164,0.6181646679999999,1,180942.0,JohnFTierney,176612.0,RichardRTisei,1,0,0,1
8432,2014-MA-06,149638,278919,2014,Massachusetts,SethMoulton,democrat,False,MA-06,0.536492674,149638,111989,0.536492674,0.40151083299999996,JohnFTierney,JohnFTierney,JohnFTierney,JohnFTierney,JohnFTierney,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.495960005,0.35574626,0.373508788,0.401944325,0.46291064299999996,0.46412997799999994,0.605484893,0.5909918679999999,0.566819771,0.516299957,1,149638.0,SethMoulton,111989.0,RichardRTisei,0,0,0,1
8867,2016-MA-06,308923,415749,2016,Massachusetts,SethMoulton,democrat,False,MA-06,0.7430516970000001,308923,0,0.7430516970000001,0.0,SethMoulton,JohnFTierney,JohnFTierney,JohnFTierney,JohnFTierney,1,0,0,0,0,democrat,1,1,1,1,0,0,0,0,0,1,5,4,3,2,0.40151083299999996,0.379109197,0.40183595200000005,0.442444039,0.44873541899999997,0.536492674,0.580092029,0.559237997,0.523030863,0.5003113260000001,1,308923.0,SethMoulton,,None,1,0,0,0
