Unnamed: 0,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share,L1_winner,L2_winner,L3_winner,L4_winner,L5_winner,dL1_winner,dL2_winner,dL3_winner,dL4_winner,dL5_winner,incumbent_party,incumbent_L5_races,incumbent_L4_races,incumbent_L3_races,incumbent_L2_races,rep_L1_wins,rep_L5_wins,rep_L4_wins,rep_L3_wins,rep_L2_wins,dem_L1_wins,dem_L5_wins,dem_L4_wins,dem_L3_wins,dem_L2_wins,rep_L1_voteshare,rep_L5_voteshare,rep_L4_voteshare,rep_L3_voteshare,rep_L2_voteshare,dem_L1_voteshare,dem_L5_voteshare,dem_L4_voteshare,dem_L3_voteshare,dem_L2_voteshare,target,top_dem_votes,top_dem_candidate,top_rep_votes,top_rep_candidate,dem_incumbent_in_race,rep_incumbent_in_race,flipped,dmargin_45_55
9242,2018-GA-11,191887,310540,2018,Georgia,BarryLoudermilk,republican,False,GA-11,0.617913956,118653,191887,0.38208604399999996,0.617913956,BarryLoudermilk,BarryLoudermilk,PhilGingrey,PhilGingrey,PhilGingrey,1,1,0,0,0,republican,2,2,2,2,1,5,4,3,2,0,0,0,0,0,0.6740577390000001,0.808290088,0.839897661,0.786530215,0.83702887,0.325942261,0.19170991199999998,0.160102339,0.213469785,0.162971131,0,118653.0,FlynnDBroadyJr,191887.0,BarryLoudermilk,0,1,0,0
7938,2012-GA-12,139148,259121,2012,Georgia,JohnBarrow,democrat,False,GA-12,0.537000089,139148,119973,0.537000089,0.46299991100000004,JohnBarrow,JohnBarrow,JohnBarrow,JohnBarrow,MaxBurns,1,1,1,1,0,democrat,4,4,3,2,0,1,0,0,0,1,4,4,3,2,0.434145058,0.460981125,0.438248517,0.42370285,0.387070724,0.5658549420000001,0.539018875,0.561751483,0.57629715,0.612929276,1,139148.0,JohnBarrow,119973.0,LeeAnderson,1,0,0,1
8373,2014-GA-12,91336,166814,2014,Georgia,RickWAllen,republican,False,GA-12,0.5475319820000001,75478,91336,0.45246801799999997,0.5475319820000001,JohnBarrow,JohnBarrow,JohnBarrow,JohnBarrow,JohnBarrow,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.46299991100000004,0.443198796,0.433527115,0.412380453,0.448572485,0.537000089,0.556801204,0.566472885,0.5876195470000001,0.5514275160000001,0,75478.0,JohnBarrow,91336.0,RickWAllen,1,0,1,1
8808,2016-GA-12,159492,258912,2016,Georgia,RickWAllen,republican,False,GA-12,0.6160085279999999,99420,159492,0.38399147200000006,0.6160085279999999,RickWAllen,JohnBarrow,JohnBarrow,JohnBarrow,JohnBarrow,1,0,0,0,0,republican,1,1,1,1,1,1,1,1,1,0,4,3,2,1,0.5475319820000001,0.45632808799999997,0.446168335,0.48155898399999997,0.505265947,0.45246801799999997,0.543671912,0.553831665,0.518441016,0.494734054,0,99420.0,PatriciaCMcCracken,159492.0,RickWAllen,0,1,0,0
9243,2018-GA-12,148986,250492,2018,Georgia,RickWAllen,republican,False,GA-12,0.594773486,101503,148986,0.40521453799999996,0.594773486,RickWAllen,RickWAllen,JohnBarrow,JohnBarrow,JohnBarrow,1,1,0,0,0,republican,2,2,2,2,1,2,2,2,2,0,3,2,1,0,0.6160085279999999,0.480136374,0.51517137,0.54218014,0.581770255,0.38399147200000006,0.519863626,0.48482863,0.45781986,0.418229745,0,101503.0,FrancysJohnson,148986.0,RickWAllen,0,1,0,0
7939,2012-GA-13,201988,281538,2012,Georgia,DavidScott,democrat,False,GA-13,0.7174448920000001,201988,79550,0.7174448920000001,0.282555108,DavidScott,DavidScott,DavidScott,DavidScott,DavidScott,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.30569866100000004,0.265320264,0.23071647,0.307621961,0.307624528,0.694301339,0.7346797359999999,0.7692835290000001,0.6923780390000001,0.692375473,1,201988.0,DavidScott,79550.0,SMalik,1,0,0,0
8374,2014-GA-13,159445,159445,2014,Georgia,DavidScott,democrat,False,GA-13,1.0,159445,0,1.0,0.0,DavidScott,DavidScott,DavidScott,DavidScott,DavidScott,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.282555108,0.241084198,0.301355247,0.299268054,0.294126885,0.7174448920000001,0.7589158020000001,0.698644752,0.700731946,0.7058731159999999,1,159445.0,DavidScott,,None,1,0,0,0
8809,2016-GA-13,252833,252833,2016,Georgia,DavidScott,democrat,False,GA-13,1.0,252833,0,1.0,0.0,DavidScott,DavidScott,DavidScott,DavidScott,DavidScott,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.0,0.241084198,0.22445104100000002,0.19608459,0.141277554,1.0,0.7589158020000001,0.7755489590000001,0.80391541,0.8587224459999999,1,252833.0,DavidScott,,None,1,0,0,0
9244,2018-GA-13,223157,293010,2018,Georgia,DavidScott,democrat,False,GA-13,0.761601993,223157,69760,0.761601993,0.238080612,DavidScott,DavidScott,DavidScott,DavidScott,DavidScott,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.0,0.179560833,0.147063442,0.094185036,2.89e-15,1.0,0.8204391670000001,0.852936558,0.9058149640000001,1.0,1,223157.0,DavidScott,69760.0,DavidCallahan,1,0,0,0
7941,2012-HI-01,116505,217876,2012,Hawaii,ColleenHanabusa,democrat,False,HI-01,0.534730764,116505,96824,0.534730764,0.44439956700000005,ColleenHanabusa,NeilAbercrombie,NeilAbercrombie,NeilAbercrombie,NeilAbercrombie,1,0,0,0,0,democrat,1,1,1,1,0,0,0,0,0,1,5,4,3,2,0.467723605,0.325044137,0.338442633,0.327814082,0.338490661,0.532276395,0.658001543,0.640364466,0.643928717,0.619123539,1,116505.0,ColleenHanabusa,96824.0,CharlesDjou,1,0,0,1
8376,2014-HI-01,93390,182268,2014,Hawaii,MarkTakai,democrat,False,HI-01,0.5123773779999999,93390,86454,0.5123773779999999,0.474323524,ColleenHanabusa,ColleenHanabusa,NeilAbercrombie,NeilAbercrombie,NeilAbercrombie,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.44439956700000005,0.35963402,0.35696045299999996,0.37379362899999996,0.456061586,0.534730764,0.619237726,0.616629229,0.590992614,0.53350358,1,93390.0,MarkTakai,86454.0,CharlesDjou,0,0,0,1
8811,2016-HI-01,145417,213531,2016,Hawaii,ColleenHanabusa,democrat,False,HI-01,0.6810111879999999,145417,52559,0.6810111879999999,0.246142246,MarkTakai,ColleenHanabusa,ColleenHanabusa,NeilAbercrombie,NeilAbercrombie,0,1,1,0,0,democrat,2,2,2,1,0,0,0,0,0,1,5,4,3,2,0.474323524,0.380433068,0.398926103,0.462148899,0.459361546,0.5123773779999999,0.5957788589999999,0.571338805,0.526461512,0.5235540710000001,1,145417.0,ColleenHanabusa,45958.0,ShirleneDShirlOstrov,0,0,0,0
9246,2018-HI-01,134650,184211,2018,Hawaii,EdCase,democrat,False,HI-01,0.730955263,136864,45996,0.7429740890000001,0.24969192899999998,ColleenHanabusa,MarkTakai,ColleenHanabusa,ColleenHanabusa,NeilAbercrombie,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.246142246,0.36836933200000005,0.408147235,0.388288446,0.360232885,0.6810111879999999,0.593273281,0.565098931,0.576039777,0.5966942829999999,1,134650.0,EdCase,42498.0,CamCavasso,0,0,0,0
7942,2012-HI-02,168503,219283,2012,Hawaii,TulsiGabbard,democrat,False,HI-02,0.7684271009999999,168503,40707,0.7684271009999999,0.185636825,MazieKHirono,MazieKHirono,MazieKHirono,EdCase,PatsyTMink,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.270973164,0.332305167,0.308854856,0.28770714199999997,0.236744841,0.721878445,0.643814705,0.664363306,0.676583742,0.709691485,1,168503.0,TulsiGabbard,40707.0,KawikaCrowley,0,0,0,0
8377,2014-HI-02,142010,187435,2014,Hawaii,TulsiGabbard,democrat,False,HI-02,0.757649318,142010,38323,0.757649318,0.204460213,TulsiGabbard,MazieKHirono,MazieKHirono,MazieKHirono,EdCase,1,0,0,0,0,democrat,1,1,1,1,0,0,0,0,0,1,5,4,3,2,0.185636825,0.28421125,0.262189562,0.219708835,0.228304995,0.7684271009999999,0.685176065,0.6995445809999999,0.729270023,0.7451527729999999,1,142010.0,TulsiGabbard,33630.0,KawikaCrowley,1,0,0,0
8812,2016-HI-02,170848,224133,2016,Hawaii,TulsiGabbard,democrat,False,HI-02,0.762261693,170848,39668,0.762261693,0.176984201,TulsiGabbard,TulsiGabbard,MazieKHirono,MazieKHirono,MazieKHirono,1,1,0,0,0,democrat,2,2,2,2,0,0,0,0,0,1,5,4,3,2,0.204460213,0.250643693,0.21589668,0.220356734,0.19504851899999998,0.757649318,0.7111655290000001,0.736364847,0.749318288,0.76303821,1,170848.0,TulsiGabbard,39668.0,AngelaAulaniKaaihue,1,0,0,0
9247,2018-HI-02,153271,198121,2018,Hawaii,TulsiGabbard,democrat,False,HI-02,0.77362319,153271,44850,0.77362319,0.22637681,TulsiGabbard,TulsiGabbard,TulsiGabbard,MazieKHirono,MazieKHirono,1,1,1,0,0,democrat,3,3,3,2,0,0,0,0,0,1,5,4,3,2,0.176984201,0.20811418399999998,0.20951360100000002,0.18902708,0.190722207,0.762261693,0.741544216,0.752554139,0.7627793709999999,0.759955506,1,153271.0,TulsiGabbard,44850.0,BrianEvans,1,0,0,0
7943,2012-IA-01,222422,390849,2012,Iowa,BruceLBraley,democrat,False,IA-01,0.56907399,222422,162465,0.56907399,0.41567203700000005,BruceLBraley,BruceLBraley,BruceLBraley,JimNussle,JimNussle,1,1,1,0,0,democrat,3,3,3,2,0,2,1,0,0,1,3,3,3,2,0.49457093799999996,0.48270173200000005,0.460494571,0.42699309999999996,0.424252266,0.495149406,0.51026422,0.531216802,0.5640745429999999,0.570607906,1,222422.0,BruceLBraley,162465.0,BenLange,1,0,0,0
8378,2014-IA-01,147762,289306,2014,Iowa,RodBlum,republican,False,IA-01,0.5107464070000001,141145,147762,0.487874431,0.5107464070000001,BruceLBraley,BruceLBraley,BruceLBraley,BruceLBraley,JimNussle,0,0,0,0,0,democrat,0,0,0,0,0,1,0,0,0,1,4,4,3,2,0.41567203700000005,0.451530065,0.424162834,0.42139219,0.45512148799999996,0.56907399,0.538788239,0.565324405,0.570096601,0.532111698,0,141145.0,PatMurphy,147762.0,RodBlum,0,0,1,1
8813,2016-IA-01,206903,384977,2016,Iowa,RodBlum,republican,False,IA-01,0.537442497,177403,206903,0.46081454200000005,0.537442497,RodBlum,BruceLBraley,BruceLBraley,BruceLBraley,BruceLBraley,1,0,0,0,0,republican,1,1,1,1,1,1,1,1,1,0,4,3,2,1,0.5107464070000001,0.44147954899999997,0.443730744,0.473663127,0.46320922200000003,0.487874431,0.54983441,0.549541058,0.5173659420000001,0.528474211,0,177403.0,MonicaVernon,206903.0,RodBlum,0,1,0,1
9248,2018-IA-01,170342,334243,2018,Iowa,AbbyFinkenauer,democrat,False,IA-01,0.509635206,170342,163727,0.509635206,0.489844215,RodBlum,RodBlum,BruceLBraley,BruceLBraley,BruceLBraley,0,0,0,0,0,republican,0,0,0,0,1,2,2,2,2,0,3,2,1,0,0.537442497,0.462473095,0.48960797,0.48795364700000005,0.524094452,0.46081454200000005,0.531795755,0.5032280920000001,0.505920988,0.47434448700000004,1,170342.0,AbbyFinkenauer,153442.0,RodBlum,0,1,1,1
7944,2012-IA-02,211863,381275,2012,Iowa,DavidLoebsack,democrat,False,IA-02,0.555669792,211863,161977,0.555669792,0.42482984700000004,DavidLoebsack,DavidLoebsack,DavidLoebsack,JamesALeach,JamesALeach,1,1,1,0,0,democrat,3,3,3,2,0,2,1,0,0,1,3,3,3,2,0.478375702,0.500411347,0.489988459,0.45071535700000004,0.43320804700000004,0.509910862,0.49346343200000004,0.502470861,0.539459383,0.5520540629999999,1,211863.0,DavidLoebsack,161977.0,JohnArcher,1,0,0,0
8379,2014-IA-02,143431,273329,2014,Iowa,DavidLoebsack,democrat,False,IA-02,0.52475588,143431,129455,0.52475588,0.47362336200000005,DavidLoebsack,DavidLoebsack,DavidLoebsack,DavidLoebsack,JamesALeach,1,1,1,1,0,democrat,4,4,3,2,0,1,0,0,0,1,4,4,3,2,0.42482984700000004,0.476956737,0.44424398,0.430415314,0.451602775,0.555669792,0.513110647,0.543511985,0.5532593060000001,0.5327903270000001,1,143431.0,DavidLoebsack,129455.0,MariannetteMillerMeeks,1,0,0,1
8814,2016-IA-02,198571,370032,2016,Iowa,DavidLoebsack,democrat,False,IA-02,0.536631967,198571,170933,0.536631967,0.461941129,DavidLoebsack,DavidLoebsack,DavidLoebsack,DavidLoebsack,DavidLoebsack,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.47362336200000005,0.45011985600000004,0.441217326,0.45894297,0.449226605,0.52475588,0.539760764,0.5461334489999999,0.530112178,0.540212836,1,198571.0,DavidLoebsack,170933.0,ChristopherPeters,1,0,0,1
9249,2018-IA-02,171446,312913,2018,Iowa,DavidLoebsack,democrat,False,IA-02,0.547903091,171446,139468,0.547903091,0.44570855200000004,DavidLoebsack,DavidLoebsack,DavidLoebsack,DavidLoebsack,DavidLoebsack,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.461941129,0.445362086,0.45969251,0.453464779,0.467782246,0.536631967,0.544233153,0.531742125,0.539019213,0.530693924,1,171446.0,DavidLoebsack,133287.0,ChristopherPeters,1,0,0,1
7945,2012-IA-03,202000,386842,2012,Iowa,TomLatham,republican,False,IA-03,0.522177013,174918,202000,0.45216910299999996,0.522177013,LeonardLBoswell,LeonardLBoswell,LeonardLBoswell,LeonardLBoswell,LeonardLBoswell,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.464889764,0.452247809,0.44959107600000003,0.45037984,0.443094706,0.53334081,0.547188872,0.549791586,0.549030352,0.556020582,0,168632.0,LeonardLBoswell,202000.0,TomLatham,1,0,1,1
8380,2014-IA-03,148814,282066,2014,Iowa,DavidYoung,republican,False,IA-03,0.5275857420000001,119109,157868,0.42227351,0.5596846129999999,TomLatham,LeonardLBoswell,LeonardLBoswell,LeonardLBoswell,LeonardLBoswell,0,0,0,0,0,republican,0,0,0,0,1,1,1,1,1,0,4,3,2,1,0.522177013,0.464108264,0.46832913299999995,0.469455475,0.493533389,0.45216910299999996,0.530267089,0.524815039,0.521403422,0.49275495700000005,0,119109.0,StaciAppel,148814.0,DavidYoung,0,0,0,1
8815,2016-IA-03,208598,390287,2016,Iowa,DavidYoung,republican,False,IA-03,0.534473349,155002,223970,0.397148765,0.573859749,DavidYoung,TomLatham,LeonardLBoswell,LeonardLBoswell,LeonardLBoswell,1,0,0,0,0,republican,1,1,1,1,1,2,2,2,2,0,3,2,1,0,0.5596846129999999,0.486600229,0.49201275899999997,0.515583797,0.540930813,0.42227351,0.504306734,0.496620944,0.469261141,0.437221307,0,155002.0,JimMowrer,208598.0,DavidYoung,0,1,0,1
9250,2018-IA-03,175642,356241,2018,Iowa,CindyAxne,democrat,False,IA-03,0.493042631,177530,175200,0.498342414,0.49180189799999996,DavidYoung,DavidYoung,TomLatham,LeonardLBoswell,LeonardLBoswell,0,0,0,0,0,republican,0,0,0,0,1,3,3,3,2,0,2,1,0,0,0.573859749,0.508382157,0.530152785,0.551907125,0.566772181,0.397148765,0.476726508,0.45123304700000005,0.423863793,0.409711138,1,175642.0,CindyAxne,167933.0,DavidYoung,0,1,1,1
7946,2012-IA-04,200063,377883,2012,Iowa,SteveKing,republican,False,IA-04,0.529431067,169470,200063,0.448472146,0.529431067,TomLatham,TomLatham,TomLatham,TomLatham,TomLatham,0,0,0,0,0,republican,0,0,0,0,1,5,4,3,2,0,0,0,0,0,0.656238845,0.6009864629999999,0.61081965,0.611340722,0.630953481,0.319543779,0.392542767,0.382999143,0.38058681899999997,0.35693783100000004,0,169470.0,ChristieVilsack,200063.0,SteveKing,0,0,0,1
8381,2014-IA-04,169834,275633,2014,Iowa,SteveKing,republican,False,IA-04,0.6161598939999999,105504,169834,0.38276984299999994,0.6161598939999999,SteveKing,TomLatham,TomLatham,TomLatham,TomLatham,1,0,0,0,0,republican,1,1,1,1,1,5,4,3,2,0,0,0,0,0,0.529431067,0.594541933,0.590863308,0.5971126760000001,0.592834956,0.448472146,0.39609374399999997,0.397558151,0.387449269,0.38400796299999995,0,105504.0,JimMowrer,169834.0,SteveKing,0,1,0,0
8816,2016-IA-04,226719,370259,2016,Iowa,SteveKing,republican,False,IA-04,0.6123254260000001,142993,226719,0.38619723,0.6123254260000001,SteveKing,SteveKing,TomLatham,TomLatham,TomLatham,1,1,0,0,0,republican,2,2,2,2,1,5,4,3,2,0,0,0,0,0,0.6161598939999999,0.595922625,0.601874481,0.600609935,0.572795481,0.38276984299999994,0.394600489,0.38627941299999996,0.383595256,0.415620995,0,142993.0,KimWeaver,226719.0,SteveKing,0,1,0,0
9251,2018-IA-04,157676,313251,2018,Iowa,SteveKing,republican,False,IA-04,0.503353541,147246,163837,0.470057558,0.523021475,SteveKing,SteveKing,SteveKing,TomLatham,TomLatham,1,1,1,0,0,republican,3,3,3,2,1,5,4,3,2,0,0,0,0,0,0.6123254260000001,0.60396467,0.6035388079999999,0.585972129,0.61424266,0.38619723,0.38626297600000004,0.38424574899999997,0.40581307299999997,0.38448353700000004,0,147246.0,JDScholten,157676.0,SteveKing,0,1,0,1
7947,2012-ID-01,199402,316724,2012,Idaho,RaulRLabrador,republican,False,ID-01,0.62957654,97450,211667,0.307681136,0.668301108,RaulRLabrador,WaltMinnick,BillSali,CLButchOtter,CLButchOtter,1,0,0,0,0,republican,1,1,1,1,1,4,3,2,1,0,1,1,1,1,0.529154054,0.56571294,0.554488378,0.507491928,0.5115482720000001,0.412788418,0.41216058299999997,0.417853525,0.45563061,0.459422965,0,97450.0,JimmyFarris,199402.0,RaulRLabrador,0,1,0,0
8382,2014-ID-01,143580,220864,2014,Idaho,RaulRLabrador,republican,False,ID-01,0.650083309,77277,143580,0.34988499700000003,0.650083309,RaulRLabrador,RaulRLabrador,WaltMinnick,BillSali,CLButchOtter,1,1,0,0,0,republican,2,2,2,2,1,4,3,2,2,0,1,1,1,0,0.668301108,0.577250924,0.5476942229999999,0.563799217,0.598727581,0.307681136,0.39581904700000003,0.418643242,0.408842355,0.360234777,0,77277.0,ShirleyGRingo,143580.0,RaulRLabrador,0,1,0,0
8817,2016-ID-01,242252,355357,2016,Idaho,RaulRLabrador,republican,False,ID-01,0.681714445,113052,242252,0.318136409,0.681714445,RaulRLabrador,RaulRLabrador,RaulRLabrador,WaltMinnick,BillSali,1,1,1,0,0,republican,3,3,3,2,1,4,3,3,2,0,1,1,0,0,0.650083309,0.56817204,0.58537024,0.615846157,0.659192209,0.34988499700000003,0.404891593,0.394103015,0.35678485,0.328783067,0,113052.0,JamesPiotrowski,242252.0,RaulRLabrador,0,1,0,0
9252,2018-ID-01,197719,315069,2018,Idaho,RussFulcher,republican,False,ID-01,0.627541904,96922,203154,0.307621505,0.644792093,RaulRLabrador,RaulRLabrador,RaulRLabrador,RaulRLabrador,WaltMinnick,0,0,0,0,0,republican,0,0,0,0,1,4,4,3,2,0,1,0,0,0,0.681714445,0.604639081,0.632313229,0.666699621,0.6658988770000001,0.318136409,0.37890969399999996,0.34712274,0.325234181,0.334010703,0,96922.0,CristinaMcNeil,197719.0,RussFulcher,0,0,0,0
7948,2012-ID-02,207412,318494,2012,Idaho,MichaelKSimpson,republican,False,ID-02,0.651227339,110847,207412,0.34803481399999997,0.651227339,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.6883139640000001,0.6868240240000001,0.68114721,0.672406376,0.6986185640000001,0.24409038800000002,0.292082933,0.292486487,0.292438553,0.266529411,0,110847.0,NicoleLeFavour,207412.0,MichaelKSimpson,0,1,0,0
8383,2014-ID-02,131492,214293,2014,Idaho,MichaelKSimpson,republican,False,ID-02,0.613608471,82801,131492,0.386391529,0.613608471,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.651227339,0.6751632359999999,0.667111617,0.6828214890000001,0.6697706520000001,0.34803481399999997,0.303596152,0.30633761800000003,0.293697878,0.29606260100000004,0,82801.0,RichardStallings,131492.0,MichaelKSimpson,0,1,0,0
8818,2016-ID-02,205292,326237,2016,Idaho,MichaelKSimpson,republican,False,ID-02,0.629272584,95940,205292,0.294080684,0.629272584,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.613608471,0.656410988,0.665518234,0.651049925,0.632417905,0.386391529,0.322348401,0.316871291,0.326172244,0.36721317200000003,0,95940.0,JenniferMartinez,205292.0,MichaelKSimpson,0,1,0,0
9253,2018-ID-02,170274,280655,2018,Idaho,MichaelKSimpson,republican,False,ID-02,0.606702179,110381,170274,0.393297821,0.606702179,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,MichaelKSimpson,1,1,1,1,1,republican,5,4,3,2,1,5,4,3,2,0,0,0,0,0,0.629272584,0.6582691039999999,0.645605589,0.631369465,0.6214405279999999,0.294080684,0.31231317,0.318149354,0.34283567600000003,0.340236107,0,110381.0,AaronSwisher,170274.0,MichaelKSimpson,0,1,0,0
7949,2012-IL-01,236854,320844,2012,Illinois,BobbyLRush,democrat,False,IL-01,0.73822169,236854,83989,0.73822169,0.261775193,BobbyLRush,BobbyLRush,BobbyLRush,BobbyLRush,BobbyLRush,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.158650874,0.159824097,0.152697531,0.153133081,0.149998658,0.8413491259999999,0.840175903,0.847302468,0.8468669190000001,0.850001343,1,236854.0,BobbyLRush,83989.0,DonaldEPeloquin,1,0,0,0
8384,2014-IL-01,162268,222017,2014,Illinois,BobbyLRush,democrat,False,IL-01,0.7308809690000001,162268,59749,0.7308809690000001,0.269119031,BobbyLRush,BobbyLRush,BobbyLRush,BobbyLRush,BobbyLRush,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.261775193,0.174513064,0.180293609,0.18725750300000002,0.210213034,0.73822169,0.825486313,0.819705612,0.812741458,0.789785408,1,162268.0,BobbyLRush,59749.0,JimmyLeeTillman,1,0,0,0
8819,2016-IL-01,234037,315862,2016,Illinois,BobbyLRush,democrat,False,IL-01,0.7409469959999999,234037,81817,0.7409469959999999,0.259027677,BobbyLRush,BobbyLRush,BobbyLRush,BobbyLRush,BobbyLRush,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.269119031,0.198058693,0.207722885,0.22984836600000003,0.265447112,0.7308809690000001,0.801940683,0.7922763359999999,0.770150595,0.73455133,1,234037.0,BobbyLRush,81817.0,AugustONeillDeuser,1,0,0,0
9254,2018-IL-01,189560,257885,2018,Illinois,BobbyLRush,democrat,False,IL-01,0.7350563240000001,189560,50960,0.7350563240000001,0.197607461,BobbyLRush,BobbyLRush,BobbyLRush,BobbyLRush,BobbyLRush,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.259027677,0.217983843,0.23714319399999997,0.26330729999999997,0.264073354,0.7409469959999999,0.782010468,0.762849695,0.7366832179999999,0.735913983,1,189560.0,BobbyLRush,50960.0,JimmyLeeTillmanIi,1,0,0,0
7950,2012-IL-02,188303,297712,2012,Illinois,JesseLJacksonJr,democrat,False,IL-02,0.6325005370000001,188303,69115,0.6325005370000001,0.23215389399999997,JesseLJacksonJr,JesseLJacksonJr,JesseLJacksonJr,JesseLJacksonJr,JesseLJacksonJr,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.138328176,0.137562455,0.127706832,0.13191455,0.12209062,0.8616718240000001,0.862435408,0.872290496,0.868081889,0.8779040379999999,1,188303.0,JesseLJacksonJr,69115.0,BrianWoodworth,1,0,0,0
8385,2014-IL-02,160337,204266,2014,Illinois,RobinLKelly,democrat,False,IL-02,0.784942183,160337,43799,0.784942183,0.214421392,JesseLJacksonJr,JesseLJacksonJr,JesseLJacksonJr,JesseLJacksonJr,JesseLJacksonJr,0,0,0,0,0,democrat,0,0,0,0,0,0,0,0,0,1,5,4,3,2,0.23215389399999997,0.148596245,0.156974386,0.158778378,0.185241035,0.6325005370000001,0.824332505,0.8091865509999999,0.796102871,0.7470861809999999,1,160337.0,RobinLKelly,43799.0,EricMWallace,0,0,0,0
8820,2016-IL-02,235051,294522,2016,Illinois,RobinLKelly,democrat,False,IL-02,0.798076205,235051,59471,0.798076205,0.201923795,RobinLKelly,JesseLJacksonJr,JesseLJacksonJr,JesseLJacksonJr,JesseLJacksonJr,1,0,0,0,0,democrat,1,1,1,1,0,0,0,0,0,1,5,4,3,2,0.214421392,0.168463787,0.17268913100000002,0.194967821,0.223287643,0.784942183,0.804337677,0.793312699,0.7597048479999999,0.70872136,1,235051.0,RobinLKelly,59471.0,JohnFMorrow,1,0,0,0
9255,2018-IL-02,190684,235251,2018,Illinois,RobinLKelly,democrat,False,IL-02,0.810555534,190684,44567,0.810555534,0.189444466,RobinLKelly,RobinLKelly,JesseLJacksonJr,JesseLJacksonJr,JesseLJacksonJr,1,1,0,0,0,democrat,2,2,2,2,0,0,0,0,0,1,5,4,3,2,0.201923795,0.178536064,0.19670681399999998,0.21616636,0.208172594,0.798076205,0.7942654,0.769297687,0.738506308,0.7915091940000001,1,190684.0,RobinKelly,44567.0,DavidMerkle,0,0,0,0
7951,2012-IL-03,168738,246398,2012,Illinois,DanielWilliamLipinski,democrat,False,IL-03,0.68481887,168738,77653,0.68481887,0.31515272,DanielWilliamLipinski,DanielWilliamLipinski,DanielWilliamLipinski,DanielWilliamLipinski,WilliamOLipinski,1,1,1,1,0,democrat,4,4,3,2,0,0,0,0,0,1,5,4,3,2,0.242931818,0.18744424699999998,0.23430530800000002,0.22855770399999997,0.22832550699999998,0.757068182,0.808140126,0.760175157,0.7714422959999999,0.771674493,1,168738.0,DanielWilliamLipinski,77653.0,RichardLGrabowski,1,0,0,0
8386,2014-IL-03,116764,180855,2014,Illinois,DanielWilliamLipinski,democrat,False,IL-03,0.6456221839999999,116764,64091,0.6456221839999999,0.354377816,DanielWilliamLipinski,DanielWilliamLipinski,DanielWilliamLipinski,DanielWilliamLipinski,DanielWilliamLipinski,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.31515272,0.25047479100000003,0.250206458,0.257267911,0.279042269,0.68481887,0.7451039,0.74978644,0.742722619,0.7209435259999999,1,116764.0,DanielWilliamLipinski,64091.0,SharonMBrannigan,1,0,0,0
8821,2016-IL-03,225320,225411,2016,Illinois,DanielWilliamLipinski,democrat,False,IL-03,0.999596293,225320,0,0.999596293,0.0,DanielWilliamLipinski,DanielWilliamLipinski,DanielWilliamLipinski,DanielWilliamLipinski,DanielWilliamLipinski,1,1,1,1,1,democrat,5,4,3,2,0,0,0,0,0,1,5,4,3,2,0.354377816,0.271040729,0.281545387,0.30415411800000003,0.334765268,0.6456221839999999,0.7289535890000001,0.71844751,0.695836412,0.665220527,1,225320.0,DanielWilliamLipinski,,None,1,0,0,0
